,P,AL,C,NI,WH,L,PP,PF,SF,TA,ZN,RB,AU,RM,OI,CS,WR,SP,CU,LR,CF,RR,FB,I,A,SS,RU,JD,M,JM,BC,J,LH,Y,MA,CJ,PG,FU,HC,BU,EG,FG,RS,SM,ZC,AP,SR,V,SA,SN,UR,BB,NR,B,LU,PK,AG,PB,EB,JR,SI,RI,CY,SC
2014-10-29,4946.34205847128,11678.946343351849,2184.5975061089725,,2467.301557388947,7933.247559538346,10172.593311905905,,5576.402061855671,5409.621995275847,12975.1028562154,2073.974796514517,249.04055309083014,2708.442358324187,6163.5733257208885,,2879.007903157448,,48637.30684099654,2859.4624775583484,18017.264207723405,,59.77155978546685,527.2540757748975,4274.273209642883,,12192.58131246741,4558.036636028279,3948.480391215848,623.494913362763,,783.8978654533224,,6113.713949413004,2771.306984667802,,,2588.574585605703,2752.550965841783,4045.289957192918,,854.3875528226474,4826.330620040117,6125.271719038817,,,4449.486788334085,4059.9729045667477,,,,134.28285329382038,,3053.018661679727,,,3485.3228370188626,12096.28232459575,,2791.0469174481445,,2146.3669775075427,,
2014-10-30,5031.496150795262,11691.558596422423,2185.5085142432968,,2458.0814469353263,8024.149354491389,10215.41372627874,,5666.2474226804125,5407.6837573699795,13006.510064339373,2086.0094665136344,243.73856383362516,2720.0070139959385,6268.691663844039,,3022.4217160222884,,48330.31773827618,2852.3921005385996,18030.561081677446,,59.62336583558553,541.559418916077,4272.323267485199,,12121.71996085118,4551.818305010505,3971.1498159543385,617.7897311489861,,783.165934673254,,6220.827536127787,2769.3260647359457,,,2588.574585605703,2758.3744164042128,4051.186881328768,,860.3553354966124,4907.764769984551,6085.419593345656,,,4455.147713001176,4067.2163887854217,,,,135.39175613266042,,3053.018661679727,,,3395.5760052718942,12087.465792289193,,2791.0469174481445,,2156.6366759645166,,
2014-10-31,5101.840835758551,11809.272958414449,2174.5764166314084,,2441.4852481188086,8036.545053803168,10243.960669193966,,5438.639175257732,5380.548426687837,13249.915927300144,2071.567862514694,239.45618789511343,2752.388049876842,6335.401378422192,,3022.4217160222884,,48555.443080271114,2855.4222621184917,17957.42827493023,,58.635406169710045,537.4721780185971,4319.12187926961,,12090.71811951908,4565.291355549015,3989.818753974271,616.9747051184465,,787.5575193536648,,6292.923219493507,2759.421465076661,,,2504.0128405002833,2758.3744164042128,4045.289957192918,,864.3338572792557,4962.05420328084,6067.486136783734,,,4491.000235892757,4045.4859361293998,,,,134.33565819090802,,3056.657539703183,,,3274.3715211600093,12078.68767624541,,2791.0469174481445,,2169.7072012733925,,
2014-11-03,5072.222021037166,11792.456620987017,2181.864481706001,,2448.8613364817056,7966.302757703089,10189.062702049303,,5366.762886597939,5262.315914429926,13139.990698866248,2062.7424378486744,235.68361861594838,2708.442358324187,6284.863715862985,,3022.4217160222884,,48023.328635555816,2858.4524236983843,17644.951737010302,,59.42577390241043,530.3195064480075,4305.472284165824,,11917.993574954522,4372.523093998024,3913.8095063216865,618.6047571795257,,789.7533116938702,,6251.993637578102,2714.850766609881,,,2605.81532975341,2742.8452149044,4055.118164086001,,868.312379061899,4962.05420328084,6027.634011090573,,,4416.46472777605,4023.7554834733783,,,,133.70199942585654,,3056.657539703183,,,3164.2697378828007,11938.237819544882,,2790.272701937063,,2154.7694580632487,,
2014-11-04,5020.389095274742,11918.57915169276,2182.7754898403246,,2447.0173143909815,7867.137163208859,9989.234101642733,,5508.518900343643,5159.5893054189555,13265.61953136213,2071.567862514694,235.37773462034036,2628.646234189102,6195.917429758781,,3022.4217160222884,,48442.88040927365,2859.4624775583484,17651.60017398732,,58.586008186416265,526.2322655505276,4285.972862588986,,11634.548168489606,4399.469195075044,3851.1352143976255,612.8995749657487,,786.0936577935279,,6155.8091200769,2706.9270868824533,,,2605.81532975341,2738.962914529447,4027.599184785369,,854.3875528226474,4962.05420328084,6089.404805914972,,,4361.742455994163,4005.6467729266933,,,,133.59638963168132,,3056.657539703183,,,3155.0174871872373,12017.24086393893,,2790.272701937063,,2153.8358491126146,,
2014-11-05,4851.932086546866,11657.925921567557,2180.9534735716766,,2427.6550824383776,7726.652571008702,9743.291208834647,,5398.707903780069,5149.898115889619,12829.844518642036,2035.4638525173423,228.71752862465226,2576.60528366622,6058.454987597737,,3022.4217160222884,,47245.62290866422,2853.4021543985637,17452.14706467673,,58.09202835347852,518.0577837555679,4280.123036115934,,11094.23036241586,4430.5608501639135,3793.794904764974,605.5643406908927,,769.2592498519532,,6002.3231878941315,2655.423168654174,,,2605.81532975341,2737.0217643419705,4025.6335434067523,,837.4788352464135,4962.05420328084,6105.345656192237,,,4300.4157721006695,4009.2685150360303,,,,134.17724349964513,,3056.657539703183,,,3024.5607523797885,11824.122310975703,,2790.272701937063,,2142.6325417050066,,
2014-11-06,4901.9138363892025,11704.170849492997,2188.2415386462685,,2433.18714871055,7796.89486710878,9864.066736552904,,5412.683848797251,5215.798204689109,12821.992716611045,2044.2892771833615,228.06159924628903,2621.707440786051,6111.014156659313,,3022.4217160222884,,47491.21419084051,2863.5026929982046,17578.467367240104,,58.48721221982872,516.014163306828,4214.7999738335275,,11147.376376128032,4451.28862022316,3857.8026922618874,609.6394708435905,,771.4550421921587,,6049.392207096847,2622.737989778535,,,2605.81532975341,2735.080614154494,3998.1145641061203,,851.403661485665,4962.05420328084,6105.345656192237,,,4321.172495880006,4020.1929524067004,,,,134.49407288217085,,3047.5603446445425,,,3003.2935871994964,11868.01289119462,,2790.272701937063,,2140.7653238037387,,
2014-11-07,4938.937354790934,11695.76268077928,2190.063554914917,,2432.265137665188,7867.137163208859,9895.907557496808,,5414.6804123711345,5291.389483017937,12959.399252153416,2054.7193245159297,228.21296756437286,2671.435460174582,6167.616338725625,,3022.4217160222884,,47900.53299446766,2872.5931777378814,17578.467367240104,,58.24022230335985,523.1668348774177,4237.224308646891,,11430.821782592948,4460.616116749821,3900.474550593163,618.6047571795257,,778.7743499928432,,6100.554184491104,2598.966950596252,,,2605.81532975341,2738.962914529447,3986.3207158344208,,861.3499659422732,4904.507403986773,6105.345656192237,,,4462.695612557299,4042.041827148041,,,,134.5996826763461,,3138.532295230947,,,2982.0264220192043,11920.681587457317,,2835.951417090861,,2135.1636700999347,,
2014-11-10,4973.99144882942,11603.272824928401,2190.9745630492407,,2435.953181846636,8007.621755409018,10077.070849074193,,5404.697594501718,5458.077942922531,13124.287094804262,2068.358617181596,234.01541975758596,2693.40830595091,6244.433585815619,,3022.4217160222884,,48248.453977550744,2871.5831238779174,17704.78766980348,,58.339018269947395,526.2322655505276,4234.299395410365,,11501.683134209175,4484.453052317955,3925.810966477358,622.6798873322234,,781.7020731131171,,6131.251370927657,2624.718909710392,,,2605.81532975341,2773.9036179040254,3943.076605504856,,861.3499659422732,4949.024739289731,6099.367837338262,,,4431.560526888294,4063.890701889382,,,,134.49407288217085,,3083.9491248791046,,,3091.349017281153,11951.404993610557,,2790.272701937063,,2130.495625346765,,
2014-11-11,4948.162116380009,11552.823812646104,2190.9745630492407,,2434.109159755912,7796.89486710878,9901.397354211274,,5404.697594501718,5365.042523440898,13077.176282618306,2065.9516831817723,230.4330362296022,2629.802699756277,6187.831403749307,,3022.4217160222884,,47869.83408419563,2871.5831238779174,17605.061115148186,,58.73420213629759,521.1232144286778,4182.625928231744,,11461.823623925047,4440.924735193536,3868.4706568447064,621.0498352711443,,775.8466268725693,,6096.461226299563,2634.6235093696764,,,2605.81532975341,2764.197866966643,3935.2140399903897,,867.3177486162382,4949.024739289731,6099.367837338262,,,4467.413049779875,4038.4003480244846,,,,134.49407288217085,,3055.747820197319,,,3049.0898628101477,11933.848761522991,,2790.272701937063,,2118.358708988523,,
2014-11-12,5023.805161410426,11578.048318787252,2197.351619989509,,2444.251281254895,7850.609564126488,9901.397354211274,,5400.704467353952,5419.3131848051835,13085.028084649299,2062.7424378486744,234.06587586361388,2711.9117550257124,6284.863715862985,,3022.4217160222884,,48074.4934860092,2871.5831238779174,17704.78766980348,,58.73420213629759,518.0577837555679,4188.475754704796,,11829.416885434235,4452.325008726122,3968.4828248086337,625.1249654238421,,780.9701423330487,,6170.134473747292,2672.2609880749574,,,2605.81532975341,2787.4916692163615,4084.6027847652495,,885.221096638133,4966.397357944544,6099.367837338262,,,4556.614174898988,4049.324785395155,,,,134.86370716178422,,3082.1296858673763,,,3099.6171127211323,11942.626877566774,,2726.7870300283953,,2114.624273185987,,
2014-11-13,4972.146496511605,11611.680993642118,2200.0846443924806,,2448.8613364817056,7854.74146389708,9945.315727927004,,5418.673539518901,5500.719176851614,13112.509391757772,2041.882343183538,232.90538542497129,2713.090334667184,6232.30454680141,,3022.4217160222884,,48146.12427664396,2872.5931777378814,17578.467367240104,,58.586008186416265,513.9705428580882,4208.950147360476,,11847.132223338293,4460.616116749821,3956.4813646529624,628.3850695460003,,778.7743499928432,,6106.693621778414,2672.2609880749574,,,2605.81532975341,2768.080167341596,3852.6571020884935,,887.2103575294547,4968.568935276395,6099.367837338262,,,4507.875415813287,4056.6077436422684,,,,134.5468777792585,,3082.1296858673763,,,3086.755630925609,11955.794051632449,,2726.7870300283953,,2122.093144791059,,
2014-11-14,4940.782307108749,11506.578884720666,2205.550693198425,,2442.4072591641707,7722.520671238109,9798.189175979309,,5400.704467353952,5396.0543299347755,12982.954658246394,2033.8592298507933,230.07984348740663,2651.8041933106706,6214.110988280095,,3022.4217160222884,,47849.368144014275,2865.5228007181327,17292.58457722826,,59.32697793582288,514.9923530824581,4229.424540016155,,11692.123016677791,4460.616116749821,3888.473090437492,626.7550174849213,,780.2382115529801,,6059.624602575699,2658.3945485519594,,,2605.81532975341,2770.0213175290723,3801.5504262444624,,895.1674010947412,4968.568935276395,6087.412199630314,,,4507.875415813287,4056.6077436422684,,,,135.23334144139758,,3082.1296858673763,,,2987.5384856458572,11889.958181304077,,2726.7870300283953,,2110.889837383451,,
2014-11-17,4950.007068697823,11586.45648750097,2210.105733870045,,2435.953181846636,7656.410274908622,9785.013663864589,,5402.701030927835,5314.648337888346,13092.879886680292,2019.4176258518528,237.2446105433741,2634.1254986885992,6204.042759199926,,2871.203069804259,,48401.94852891093,2873.6032315978455,16974.873049562648,,59.969151718641946,513.9705428580882,4219.674829227737,,11678.83651324975,4551.818305010505,3869.8041524175587,630.0151216070794,,779.5062807729117,,6057.578123479929,2635.613969335605,,,2605.81532975341,2779.7270684664554,3868.382233117426,,887.0016779376626,4968.568935276395,6085.419593345656,,,4521.669404233769,4056.6077436422684,,,,135.91980510353662,,3082.1296858673763,,,3173.1112944098372,11925.070645479209,,2726.7870300283953,,2114.624273185987,,
2014-11-18,4955.541925651269,11557.027897002963,2211.9277501386928,,2435.953181846636,7631.618876285065,9725.723859348354,,5388.7250859106525,5339.845430664622,13155.694302928232,1961.6512098560906,238.2537326639329,2628.2326004812426,6149.674322167015,,2871.203069804259,,48381.482588729574,2873.6032315978455,17130.48685903152,,59.52456986899798,493.534338370689,4209.925118439318,,11328.958589644617,4564.254967046053,3867.137161271854,615.3446530573674,,764.135734391474,,6051.438686192618,2639.5758091993184,,,2605.81532975341,2764.197866966643,3734.718619371499,,876.7945239913143,4968.568935276395,6065.493530499076,,,4510.634213497383,4023.8344315302575,,,,136.0254148977119,,3047.5603446445425,,,3159.331135343205,11955.794051632449,,2726.7870300283953,,2106.221792630281,,
2014-11-19,4959.231830286899,11540.21155957553,2211.016742004369,,2428.5770934837396,7693.5973728439585,9747.683046206219,,5410.687285223367,5421.251422711051,13049.694975509832,1948.0119171904246,238.0014521337932,2578.732255539443,6149.674322167015,,2726.81365277027,,48084.72645609989,2873.6032315978455,17039.712136841346,,59.77155978546685,480.25080545387954,4182.625928231744,,11452.965954973019,4547.672750998656,3805.7963649206454,615.3446530573674,,764.135734391474,,6063.717560767239,2647.4994889267464,,,2605.81532975341,2764.197866966643,3732.7529779928823,,884.9602471483929,4968.568935276395,6077.449168207024,,,4427.870282974495,4034.7588689009276,,,,135.28614633848517,,2965.685589116779,,,3151.9817171743343,11955.794051632449,,2726.7870300283953,,2112.757055284719,,
2014-11-20,4909.418117705893,11557.027897002963,2209.194725735721,,2374.178441807376,7602.695577890915,9689.491201032877,,5428.656357388316,5450.324991299062,13061.47267855632,1940.7911151909543,236.79050558912266,2581.089414822386,6121.483280742543,,2726.81365277027,,48227.98803736939,2868.5529622980252,16663.645430624907,,59.722161802173076,479.2289952295096,4196.275523335531,,11541.542644493305,4562.182190040128,3816.464329503464,604.7912487173335,,761.9399420512686,,6004.369666989902,2687.1178875638843,,,2605.81532975341,2777.7859182789784,3717.0278469639497,,875.7738085966795,5092.348843191934,6087.412199630314,,,4436.146676026784,4038.4003480244846,,,,135.28614633848517,,3011.171564409981,,,3151.9817171743343,11942.626877566774,,2726.7870300283953,,2112.757055284719,,
2014-11-21,4926.022688566228,11607.47690928526,2204.639685064101,,2392.618662714618,7615.091277202693,9758.662639635151,,5398.707903780069,5473.58384616947,13202.805115114188,1931.1633791916606,239.06103036037996,2604.661007651814,6147.660676350981,,2726.81365277027,,48330.31773827618,2868.5529622980252,16501.547712428168,,59.6727638188793,476.1635645563997,4210.90008951816,,11112.422546169773,4561.145801537166,3837.800258669102,599.9204467142408,,757.5483573708578,,6039.159811617997,2673.251448040886,,,2605.81532975341,2789.432819403838,3718.9934883425663,,866.5873700449661,4888.220573997887,6087.412199630314,,,4430.629080658591,4016.551473283144,,,,134.65248757343375,,3011.171564409981,,,3158.4124580720963,11973.350283720014,,2754.6587884273226,,2123.9603626923267,,
2014-11-24,4938.937354790934,11636.905499783266,2196.4406118551847,,2389.852629578532,7511.793782937871,9702.666713147597,,5408.690721649485,5492.966225228144,13226.360521207167,1942.3957378575033,241.48292344972108,2577.553675897972,6171.824426143386,,2726.81365277027,,48555.443080271114,2868.5529622980252,16339.449994231427,,60.16674365181704,471.05451343454996,4167.026390970274,,11188.412563581232,4499.998879862389,3812.4638427849072,599.1086463803921,,754.620634250584,,6065.764039863009,2637.594889267462,,,2605.81532975341,2789.432819403838,3768.1345228079804,,858.4216468878875,4888.220573997887,6105.345656192237,,,4395.684309993372,4034.7588689009276,,,,134.5468777792585,,3011.171564409981,,,3187.810130747578,12008.462747895146,,2754.6587884273226,,2110.889837383451,,
2014-11-25,4953.696973333454,11636.905499783266,2211.016742004369,,2390.774640623894,7557.244680414393,9763.222687687967,,5416.676975945017,5469.707370357735,13336.285749641063,1948.0119171904246,241.0288184954696,2602.3038483688715,6218.138279912162,,2726.81365277027,,48565.67605036179,2868.5529622980252,16806.291422638038,,60.56192751816724,466.96727253707013,4159.226622339539,,11273.342583041098,4510.362764892012,3839.133754241954,604.7912487173335,,757.5654952622936,,6086.228830820712,2647.4994889267464,,,2605.81532975341,2785.550519028885,3728.821695235649,,867.6080854396009,4888.220573997887,6081.43438077634,,,4441.664271394977,4031.117389777371,,,,135.02212185304708,,3011.171564409981,,,3188.728808018687,12065.520502179736,,2754.6587884273226,,2109.956228432817,,
2014-11-26,4944.472211744379,11594.864656214686,2209.194725735721,,2388.0086074878077,7487.0023843143135,9675.245139770825,,5442.632302405498,5434.645143624673,13187.101511052204,1944.8026718573267,239.81787195079906,2609.3753262176997,6206.056405015959,,2877.551756892227,,47675.407652472735,2864.5127468581686,16540.451164795384,,60.01854970193572,469.01089298581,4143.627085078068,,11175.002560508621,4436.779181181688,3825.7987985134305,600.7322470480896,,751.6757732388744,,6080.089393533402,2604.909710391823,,,2656.716574379973,2791.3739695913146,3728.821695235649,,867.6080854396009,4888.220573997887,6093.390018484288,,,4416.8350922381105,4023.8344315302575,,,,134.49407288217085,,3011.171564409981,,,3190.5661625609046,12008.462747895146,,2754.6587884273226,,2104.354574729013,,
2014-11-27,4959.231830286899,11620.089162355835,2211.016742004369,,2383.3985522609973,7515.925682708464,9682.100533115017,,5448.621993127148,5405.426621347121,13230.286422222664,2015.4060691854804,238.96011814832409,2630.589759764185,6226.192863176297,,2733.577542057794,,47778.35606027337,2866.532854578097,16858.162692460995,,59.969151718641946,482.2944259026195,4193.280511144559,,11322.512594307336,4450.252231720197,3839.133754241954,613.7210523896699,,767.8725088032771,,6104.647142682644,2573.2149914821125,,,2656.716574379973,2837.9615740907525,3730.7873366142658,,878.835954780584,4888.220573997887,6081.43438077634,,,4426.031084518431,4038.4003480244846,,,,134.8109022646966,,3012.0812839158452,,,3171.2739398676194,12026.018979982713,,2643.9459703426946,,2105.2881836796473,,
2014-11-28,4848.534691217995,11573.844234430395,2209.194725735721,,2418.4349719847564,7168.846101978661,9294.770809168122,,5440.6357388316155,5173.6263446118755,13136.064797850751,2024.2314938514996,238.2537326639329,2643.554135820371,6155.715259615116,,2733.577542057794,,47016.53784254869,2857.4423698384203,16780.35578772656,,59.722161802173076,488.4252872488392,4197.174897502715,,11228.642572799063,4447.143066211311,3856.469196689035,604.7912487173335,,756.0930647564387,,5998.230229702592,2525.672913117547,,,2656.716574379973,2855.4319257780417,3606.951929761421,,878.835954780584,4888.220573997887,6061.50831792976,,,4360.739539328153,4001.9855567889167,,,,134.17724349964513,,3021.1784789744856,,,3121.6653672277434,11990.906515807581,,2518.5230575475216,,2109.022619482183,,
2014-12-01,4688.023839568084,11401.97621066667,2200.995652526805,,2410.136872576498,6854.199238665244,8998.846329810465,,5404.697594501718,4893.128530747376,12837.696320673029,2015.4060691854804,232.60264878880363,2575.196516615029,5908.036824242968,,2733.577542057794,,45544.375610999654,2878.653500897666,16689.581065536386,,59.77155978546685,480.25080545387954,4190.359721375941,,10947.032508274246,4468.384305346493,3773.7924711721885,610.4738510542749,,753.1482037447291,,5760.838654593243,2464.264395229983,,,2656.716574379973,2859.3142261529947,3728.821695235649,,864.5459392556965,4888.220573997887,6083.426987060998,,,4323.955570206869,3867.250829217315,,,,132.90992596954223,,3021.1784789744856,,,2982.945099290313,11859.234775150835,,2518.5230575475216,,2095.952094173307,,
2014-12-02,4726.767838242201,11360.057180480395,2204.639685064101,,2412.902905712584,6951.994885370765,9027.410468744602,,5406.694158075601,4951.56557530248,12979.028757230897,2000.9644651865399,242.94615052453133,2599.9466890859285,6032.882864837058,,2733.577542057794,,46481.20612198541,2876.633393177738,16728.484517903606,,60.11734566852327,478.20718500513965,4189.386124786402,,11054.312532855129,4493.487587960799,3797.795391483531,608.8502503865773,,753.8844189976566,,5854.9766929986745,2470.2071550255537,,,2523.716548097663,2890.37262915262,3728.821695235649,,879.8566701752188,4896.906883325293,6077.449168207024,,,4333.151562487191,3954.646328182678,,,,132.5402916899289,,3021.1784789744856,,,3184.135421663143,11920.681587457317,,2494.5223767040006,,2092.2176583707715,,
2014-12-03,4697.24860115716,11280.411023126473,2202.817668795453,,2410.136872576498,6922.230992895172,8925.722134139074,,5426.659793814433,5019.7421272834345,12951.547450122423,2025.8361165180486,241.7856600858887,2564.589299841786,6002.678177596553,,2733.577542057794,,46234.129943263884,2873.6032315978455,16845.194875005258,,59.42577390241043,485.35985657572934,4176.729369122395,,11027.492526709908,4604.521337985615,3753.790037579403,614.5328527235187,,757.5654952622936,,5844.744297519823,2467.235775127768,,,2641.9387936819385,2865.1376767154243,3728.821695235649,,882.9188163591233,4882.791630668258,6051.545286506469,,,4289.01079954165,3936.4389325648945,,,,132.27626720449078,,3021.1784789744856,,,3185.0540989342517,11850.456659107052,,2494.5223767040006,,2110.889837383451,,
2014-12-04,4695.403648839345,11343.289568405886,2203.728676929777,,2410.136872576498,6981.7587778463585,8981.707846449983,,5412.683848797251,5070.387565897858,13092.879886680292,2045.091588516636,243.09751884261516,2546.9106052197153,6018.787344124822,,2733.577542057794,,46800.346186167364,2873.6032315978455,17188.842037582348,,59.17878398594156,495.5779588194289,4193.280511144559,,11188.412563581232,4600.659294506491,3732.4541084137654,620.21545506046,,762.7190020327854,,5869.302046669066,2431.579216354344,,,2564.7659389255364,2888.4314789651435,3728.821695235649,,881.8981009644884,4934.909486632696,6065.493530499076,,,4301.8851887341,3954.646328182678,,,,132.43468189575364,,3021.1784789744856,,,3205.2649988986454,11841.67854306327,,2494.5223767040006,,2110.889837383451,,
2014-12-05,4700.938505792789,11305.562441238239,2210.105733870045,,2415.66893884867,6964.750839288877,8928.007265253806,,5404.697594501718,5027.533733224115,13112.509391757772,2042.6846545168125,242.84523831247546,2599.9466890859285,6057.046614629463,,2733.577542057794,,47088.60172800913,2873.6032315978455,17312.03630341187,,59.129386002647784,493.534338370689,4259.485079233212,,11000.672520564687,4613.210935813644,3777.7929578907456,621.0272553943088,,762.7190020327854,,5908.1851494887005,2430.5887563884157,,,2564.7659389255364,2892.3137793400965,3606.951929761421,,884.9602471483929,4858.90428001789,6061.50831792976,,,4311.0811810144205,3940.080411688451,,,,132.3290721015784,,3021.1784789744856,,,3222.719867049713,11802.177020866246,,2539.426876346717,,2125.827580593595,,
2014-12-08,4697.24860115716,11259.451508033337,2225.592872153553,,2413.824916757946,6845.695269386502,8753.194734976889,,5436.642611683849,4897.024333717716,13049.694975509832,2029.0453618511465,240.62516964724608,2624.696861556828,6081.210364421868,,2733.577542057794,,46841.52554928762,2873.6032315978455,17227.745489949564,,58.388416253241175,484.33804635135937,4242.933937211048,,10611.782431458987,4578.452544501528,3816.464329503464,621.0272553943088,,761.2465715269306,,5947.068252308335,2348.3805792163544,,,2564.7659389255364,2900.078380090003,3461.4944677437943,,883.9395317537582,4858.90428001789,6051.545286506469,,,4270.618814981009,3921.873016070667,,,,133.0683406608051,,3021.1784789744856,,,3190.5661625609046,11806.566078888138,,2539.426876346717,,2103.420965778379,,
2014-12-09,4669.574316389933,11192.381059735297,2226.503880287877,,2422.1230161662047,6675.615883811683,8493.832353454925,,5444.628865979382,4871.701614410505,13006.510064339373,2042.6846545168125,244.20755317522983,2632.946919047128,6055.03296881343,,2733.577542057794,,46882.70491240787,2873.6032315978455,17000.808684474126,,57.548650537247006,489.44709747320917,4216.646829293495,,10602.84242941058,4530.177001012477,3828.465789659135,621.0272553943088,,763.4552172857127,,5906.13867039293,2319.6572402044294,,,2564.7659389255364,2892.3137793400965,3437.9067712003953,,891.0845395162019,4818.730099378637,5908.077634011091,,,4297.287192593939,3859.9678709702016,,,,133.75480432294418,,3021.1784789744856,,,3220.8825125074954,11793.398904822463,,2465.1021872829106,,2106.221792630281,,
2014-12-10,4688.023839568084,11217.532477847062,2230.147912825173,,2423.967038256929,6786.167484435316,8593.235556945721,,5392.71821305842,4898.972235202887,13030.06547043235,2050.707767849557,251.93052870970902,2724.876131081898,6091.2785935020365,,2733.577542057794,,47232.72949893002,2967.5382405745063,17124.00295030365,,58.53661020312249,485.35985657572934,4260.458675822751,,10567.082421216954,4579.418055371309,3928.4779576230626,621.8390557281576,,764.9276477915676,,5926.603461350633,2325.6,,,2564.7659389255364,2890.37262915262,3573.5360263249395,,893.1259703054716,4818.730099378637,5993.759704251386,,,4438.905473710881,3859.9678709702016,,,,136.50065897150048,,3021.1784789744856,,,3356.8467486315994,11789.00984680057,,2484.4575750599433,,2105.2881836796473,,
2014-12-11,4652.969745529598,11221.72438086569,2222.859847750581,,2418.4349719847564,6824.43534618965,8569.241680241046,,5392.71821305842,4889.2327277770355,12869.103528796999,2049.103145183008,249.961927102881,2744.911984986912,6008.719115044653,,2733.577542057794,,47253.31918049014,2878.653500897666,17175.874220126607,,58.48721221982872,481.2726156782495,4247.801920158744,,10500.0324058539,4600.659294506491,3909.8090196031294,625.0862570635527,,767.1362935503497,,5869.302046669066,2311.733560477002,,,2564.7659389255364,2863.1965265279478,3586.148506417851,,893.1259703054716,4818.730099378637,5997.744916820702,,,4386.488317713051,3867.250829217315,,,,134.8109022646966,,3021.1784789744856,,,3351.3346850049466,11740.730208559766,,2484.4575750599433,,2096.8857031239413,,
2014-12-12,4667.729364072118,11276.219120107846,2209.194725735721,,2417.5129609393944,6892.467100419578,8634.367917010879,,5366.762886597939,4900.920136688056,12924.066143013948,2070.765551181419,248.24571031744117,2714.2689143086554,6000.664531780519,,2733.577542057794,,47459.21599609141,2879.66355475763,17500.06965652009,,58.832998102885135,490.46890769757914,4245.854726979665,,10768.232467306108,4577.487033631746,3905.8085328845723,633.2042604020404,,775.2346613325511,,5857.023172094445,2332.5332197614994,,,2564.7659389255364,2872.902277465331,3594.5568264797917,,907.4159858303591,4818.730099378637,5997.744916820702,,,4330.392764803094,3859.9678709702016,,,,134.12443860255752,,3021.1784789744856,,,3359.602780444926,11595.891293837345,,2484.4575750599433,,2096.8857031239413,,
2014-12-15,4688.023839568084,11334.90576236863,2213.7497664073408,,2414.746927803308,7049.790532076287,8757.76499720635,,5356.780068728523,4965.200885698671,12994.732361292883,2058.7308811823023,247.69046371038712,2706.0188568183553,6040.937448101194,,2733.577542057794,,47788.650901053436,2883.7037701974864,17396.327116874174,,58.78360011959136,484.33804635135937,4256.564289464594,,11014.082523637298,4535.970066231163,3920.4769841859484,626.7098577312502,,773.026015573769,,5889.766837626768,2299.8480408858604,,,2564.7659389255364,2872.902277465331,3594.5568264797917,,916.6024243820725,4865.419012013445,5957.892791127541,,,4341.42795553948,3903.665620452883,,,,134.5468777792585,,3021.1784789744856,,,3364.19616680047,11582.788591810411,,2484.4575750599433,,2103.420965778379,,
2014-12-16,4625.295460762372,11242.683895958826,2206.461701332749,,2412.902905712584,6943.490916092024,8690.353629321788,,5378.742268041237,4858.066304014314,12857.325825750511,2037.0684751838912,243.19801388967701,2662.4114100839133,5986.569011068283,,2733.577542057794,,46862.11523084775,2898.854578096948,17279.61675977252,,58.882396086178915,481.2726156782495,4217.620425883034,,11000.672520564687,4538.866598840506,3859.1361878347398,622.6508560620064,,770.0811545620593,,5818.140069274809,2216.6494037478706,,,2564.7659389255364,2855.4319257780417,3531.4944260152342,,910.4781320142636,4880.620053336406,5916.048059149723,,,4311.0811810144205,3892.7411830822125,,,,133.59638963168132,,3021.1784789744856,,,3230.0692852185834,11425.556167487193,,2447.2952305280405,,2112.757055284719,,
2014-12-17,4603.156032948591,11150.462029549022,2202.817668795453,,2411.980894667222,6917.979008255801,8581.809901372068,,5366.762886597939,4760.671229755807,12731.696993254627,2033.0569185175189,243.14753692539938,2608.1967465762286,5996.637240148451,,2733.577542057794,,46594.4493705661,2866.532854578097,17085.099497936433,,58.635406169710045,485.35985657572934,4209.8316531667215,,10982.792516467875,4511.832294486639,3801.7958782020883,621.0272553943088,,761.982786779858,,5820.18654837058,2147.317206132879,,,2564.7659389255364,2853.490775590565,3565.1277062629983,,902.312408857185,4709.065444120132,5926.011090573013,,,4252.226830420367,3889.099703958656,,,,131.74821823361458,,3021.1784789744856,,,3175.8673262231637,11058.680510733016,,2376.8416190196403,,2110.889837383451,,
2014-12-18,4592.086319041701,10936.674975599022,2204.639685064101,,2422.1230161662047,7037.0345781581755,8626.36995810932,,5366.762886597939,4747.035919359616,12452.958021154387,2065.9516831817723,245.0151846036721,2604.661007651814,5990.59630270035,,2733.577542057794,,46594.4493705661,2904.9149012567327,17072.131680480692,,57.69684448712833,488.4252872488392,4214.6996361144165,,10960.442511346857,4500.246164049267,3807.1298604934977,621.0272553943088,,771.5535850679141,,5805.861194700188,2079.9659284497443,,,2564.7659389255364,2853.490775590565,3675.2735181210605,,902.312408857185,4811.129578717156,5880.181146025878,,,4289.930398769682,3892.7411830822125,,,,129.21358317340875,,3021.1784789744856,,,3214.451771609734,10687.437286636528,,2379.938481063966,,2106.221792630281,,
