,P,AL,C,NI,WH,L,PP,PF,SF,TA,ZN,RB,AU,RM,OI,CS,WR,SP,CU,LR,CF,RR,FB,I,A,SS,RU,JD,M,JM,BC,J,LH,Y,MA,CJ,PG,FU,HC,BU,EG,FG,RS,SM,ZC,AP,SR,V,SA,SN,UR,BB,NR,B,LU,PK,AG,PB,EB,JR,SI,RI,CY,SC
2015-06-09,3972.209816876509,10358.805479139088,2228.127872537766,102594.03136624108,2386.040500646788,8956.16768756794,10535.178910873661,,5452.077351891027,5463.149123999684,12578.910568135436,1710.404578403761,224.35519389690003,2970.9435254988953,6292.095874877207,2808.4488639345122,2804.2862719237787,,48252.25527303728,2765.3388926714347,15240.645895798996,,55.22618993054872,494.25653629966604,4378.104011217379,,12018.99200772405,3875.2630684690757,4439.475383889629,575.7801390922175,,573.1484050746577,,4706.977068095184,2458.9750099167,,,2089.8754965378034,2496.9275148002416,2685.5039174415056,,1079.842595621968,5088.405164152746,5454.2571440656175,438.0,,5988.605477205588,3510.4569800924187,,115080.0,,92.26176433968543,,3746.960182663277,,,3330.526861184479,11302.971237388994,,2973.1758037222203,,2061.9023777512566,,
2015-06-10,3967.6770555791986,10342.80732395895,2222.5178149484977,103021.04051472805,2387.733928965203,9224.23042968649,10769.73998437448,,5452.077351891027,5559.106075826376,12648.23708075835,1709.672697967987,225.34250719778748,2965.2845854503257,6292.095874877207,2800.6449073831136,2804.2862719237787,,48386.13436281218,2765.3388926714347,15252.333507682279,,55.28353799901243,513.6391455663196,4394.60181248433,,12145.286144407664,3851.3870400851433,4425.607440480368,586.7393511100781,,577.2333443652118,,4723.429277351022,2483.9849266164224,,,2102.5452479566443,2508.1427874269475,2718.8533124947007,,1083.2598190258352,5042.24377745771,5454.2571440656175,439.0,,5993.987042156347,3519.893692404495,,115440.0,,92.39560635758633,,3728.0615939813842,,,3337.9985983940905,11367.436852811365,,2973.1758037222203,,2084.1674246378884,,
2015-06-11,3970.6988964440725,10266.816086853298,2223.452824546709,103193.8775510204,2396.2010705572784,9286.459280535439,10887.647689770614,,5452.077351891027,5531.385178631998,12544.247311823978,1723.5784262476923,225.76564146959637,2966.699320462468,6306.846267082211,2809.424358503437,2804.2862719237787,,48229.94209140813,2765.3388926714347,15012.737464075008,,55.16884186208502,518.7698362545515,4388.415137009223,,12195.803799081112,3856.896892789128,4429.074426332682,582.9457777192803,,575.0337616702981,,4741.526707532444,2439.967473224911,,,2094.94339710534,2511.2014981433217,2722.363775131879,,1092.3724147694804,4920.330371570822,5454.2571440656175,437.4,,5968.1555303927,3519.893692404495,,115420.0,,92.4402203635533,,3733.101217629889,,,3323.055123974867,11315.864360473468,,2971.258862520594,,2072.239720948621,,
2015-06-12,3877.021829632987,10202.823466132746,2214.102728564595,99706.63617171007,2391.967499761241,9176.362082879607,10758.450948751446,,5452.077351891027,5405.574952903668,12424.851651195626,1682.5931218443502,225.20146244051784,2883.2299547460707,6249.951897148626,2801.6204019520383,2898.2304019420185,,47404.35437112957,2765.3388926714347,14890.017539300554,,55.22618993054872,509.64860836436156,4291.49055456588,,11690.62725234665,3779.758954933345,4316.397386132438,580.4167287920817,,566.5496569899166,,4660.910882178839,2443.9690598968664,,,2094.94339710534,2447.9881433382525,2620.5603586537045,,1082.1207445578796,4758.1737054882615,5454.2571440656175,428.0,,5915.416193875253,3491.583555468266,,113700.0,,89.85260801746928,,3711.682817123744,,,3326.790992579673,11032.215652615037,,2971.258862520594,,2100.0710295569106,,
2015-06-15,3877.021829632987,10138.830845412196,2209.427680573538,99208.45883180859,2367.412789144223,9310.393453938881,10829.948174363995,,5434.672476066954,5390.64831595285,12394.039867807664,1669.4192740004187,225.43653703596723,2843.617374406085,6264.501169938796,2766.5025974707455,2898.2304019420185,,47091.96982832147,2765.3388926714347,14819.891868000865,,55.57027834133096,512.4989920800459,4277.054978457298,,11699.046861458892,3718.2322664055187,4253.991640790765,581.2597451011478,,564.3500742950029,,4665.84654495559,2466.978183260611,,,2096.843859818166,2429.6358790400063,2622.3155899722933,,1076.425372218101,4617.32229480341,5454.2571440656175,428.8,,5795.945451968384,3469.564560073421,,113160.0,,88.06804777879064,,3699.0837580024818,,,3319.319255370061,10980.64316027714,,2971.258862520594,,2071.44454070267,,
2015-06-16,3931.414965200714,10162.828078182403,2221.5828053502864,97297.08454810495,2371.6463599402605,9276.885611174062,10776.011670831722,,5428.145647632926,5431.163473390786,12397.89134073116,1641.607817441008,226.1887757414053,2859.179459539651,6308.148988309305,2801.6204019520383,2925.225841602432,,47025.03028343402,2765.3388926714347,14872.486121475631,,55.51293027286725,498.817150244761,4320.512767699656,,11800.082170805783,3729.251971813487,4290.394992240074,580.8382369466148,,564.6643003942763,,4728.3649401277735,2513.996826656089,,,2124.717312939616,2393.950920682306,2643.378365795364,,1063.895553070589,4585.364411706847,5454.2571440656175,426.8,,5731.366672559266,3469.564560073421,,111780.0,,88.29111780862547,,3715.4625348601226,,,3340.800499847695,10959.154621803018,,2971.258862520594,,2071.44454070267,,
2015-06-17,3920.838522173656,10138.830845412196,2233.7379301270344,96870.07539961797,2374.186502417883,9099.772727988593,10604.167461903315,,5432.496866588945,5420.501589854487,12247.683896714845,1626.9702087255287,224.40220881598992,2917.1835950374866,6299.835118143494,2800.6449073831136,2925.225841602432,,46645.706195738465,2765.3388926714347,14907.548957125475,,55.0541457251576,484.5652316663393,4371.045080772167,,11703.256666015011,3699.8660907255703,4371.8691597694815,569.0360086196879,,553.9806130189811,,4729.9623607156545,2516.998016660056,,,2063.9025061291795,2364.3833837573543,2620.5603586537045,,1058.2001807308106,4593.649788805957,5454.2571440656175,422.6,,5701.22990883501,3447.5455646785763,,111730.0,,88.24650380265851,,3712.94272303587,,,3309.0456167068446,10920.475252549595,,2971.258862520594,,2071.44454070267,,
2015-06-18,3842.2706596869393,10138.830845412196,2232.802920528823,97907.09761737207,2377.573359054713,9094.985893307903,10616.710834817797,,5432.496866588945,5358.662665343952,12236.12947794436,1643.0715783125559,225.9537011459559,2884.6446897582127,6289.442780436229,2812.3508422102113,2925.225841602432,,46946.93414773199,2765.3388926714347,14854.954703650708,,54.76740538283907,488.5557688682974,4372.055727033618,,11522.23507010183,3699.8660907255703,4342.399780024803,566.5069596924893,,552.0952564233407,,4674.052640139819,2490.9877032923446,,,2047.4318292846865,2381.7160778168086,2629.3365152466504,,1059.3392551987663,4561.691905709393,5454.2571440656175,421.8,,5722.7561686380495,3469.564560073421,,112510.0,,87.88959175492278,,3723.0219703328794,,,3349.2062042085086,11161.14688345978,,2971.258862520594,,2071.44454070267,,
2015-06-19,3863.4235457410555,10150.829461797299,2229.0628821359774,96188.89413893636,2377.573359054713,9162.00157883754,10707.023119802068,,5432.496866588945,5386.38356253833,12089.773506851541,1643.8034587483298,228.06937250500044,2897.377304867494,6299.835118143494,2806.4978747966625,2925.225841602432,,46656.86278655304,2765.3388926714347,14860.79850959235,,54.93944958823019,491.9762293271186,4367.002495726367,,11555.913506550794,3706.294252213552,4389.204089031058,572.8295820104859,,554.2948391182545,,4670.857798964057,2515.997619992067,,,2041.096953575266,2387.8334992495575,2595.987120193455,,1057.061106262855,4503.694266015631,5454.2571440656175,420.8,,5671.093145110755,3463.273418532037,,113770.0,,91.59255425018095,,3719.242252596501,,,3337.0646312428894,11105.276683427059,,2971.258862520594,,2069.058999964817,,
2015-06-23,3843.781580119376,10206.82300492778,2238.4129781180914,96636.23705639891,2381.8069298507507,9157.214744156852,10724.583841882344,,5432.496866588945,5420.501589854487,12012.744048381635,1638.680295697912,225.53056687414698,2958.210910389614,6328.933663723834,2803.571391089888,2925.225841602432,,46757.272103884214,2765.3388926714347,14872.486121475631,,55.51293027286725,491.40615258398174,4396.311237308422,,11686.417447790529,3741.1899860054536,4505.348115083617,570.7220412378203,,553.6663869197077,,4683.637163667106,2485.9857199524,,,2002.4542117478015,2374.5790861452683,2566.1481877774386,,1058.2001807308106,4496.592514216394,5454.2571440656175,420.6,,5739.977176480482,3479.0012723854975,,114100.0,,92.12792232178454,,3729.3214998935105,,,3312.7814853116506,11242.803329661449,,2971.258862520594,,2093.7095875893015,,
2015-06-24,3883.0655113627345,10222.821160107918,2225.3228437431317,97998.59957776214,2381.8069298507507,9272.098776493374,10826.18516248965,,5432.496866588945,5465.281500706943,12162.95149239795,1640.14405656946,224.35519389690003,2942.6488252560484,6391.287689967418,2801.6204019520383,2925.225841602432,,47069.65664669232,2765.3388926714347,14878.329927417271,,55.51293027286725,507.36830139181404,4353.864094327514,,11648.529206785444,3716.395648837524,4460.277299003519,574.5156146286182,,555.2375174160746,,4693.221687194392,2509.9952399841336,,,1970.1463456297572,2378.6573671004344,2611.784202060758,,1062.7564786026333,4493.041638316777,5345.705238614591,421.2,,5739.977176480482,3475.855701614805,,113180.0,,91.81562428001578,,3721.762064420753,,,3273.5548649611887,11367.436852811365,,2971.258862520594,,2085.7577851297906,,
2015-06-25,3892.1310339573556,10190.824849747643,2220.6477957520747,96432.8993666432,2372.493074099468,9272.098776493374,10806.115765826478,,5432.496866588945,5405.574952903668,12039.704358846102,1623.3108065466588,224.0260894632709,2927.0867401224828,6432.857040796474,2783.086005142467,2925.225841602432,,46768.42869469879,2765.3388926714347,14843.267091767428,,55.22618993054872,497.1069200153504,4348.810863020262,,11257.017383066237,3796.2885130452983,4460.277299003519,568.1929923106217,,549.2672215298803,,4683.637163667106,2501.992066640222,,,1897.295274971422,2340.933268265151,2588.966194919098,,1053.6438828589878,4494.2252636166495,5376.175948916633,420.0,,5732.793225070619,3469.564560073421,,111460.0,,90.12029205327107,,3723.0219703328794,,,3263.2812262979724,11290.07811430452,,2971.258862520594,,2080.1915234081325,,
2015-06-26,3869.4672274708028,10194.819685047427,2209.427680573538,95416.21091786468,2368.2595033034304,9449.211659678844,10922.769133931164,,5432.496866588945,5386.38356253833,12032.003876365228,1619.651404367789,223.17982091965308,2938.4046202196214,6397.523092591777,2791.8654562627903,2925.225841602432,,47192.379145652645,2765.3388926714347,14907.548957125475,,54.9967976566939,498.24707350162413,4325.565999006908,,11265.436992178478,3751.2913826294252,4514.015579714405,567.7714841560886,,551.1525781255207,,4656.4810136731285,2515.997619992067,,,1843.4488314413484,2332.7767063548195,2597.7423515120445,,1054.7829573269435,4464.634631119831,5160.976557408458,420.0,,5734.845782616294,3469.564560073421,,110540.0,,89.9418360294032,,3710.4229112116177,,,3227.790474552316,11259.994160440747,,2971.258862520594,,2080.9867036540836,,
2015-06-29,3857.3798640113077,10174.84550854851,2187.9224598146757,91867.96823162763,2349.631791800865,9367.83547010714,10813.641789575167,,5373.7554106826965,5431.163473390786,11858.74302054557,1596.231230423022,224.96638784506845,2944.063560268191,6372.581482094342,2769.42908117752,2925.225841602432,,47482.86254001509,2765.3388926714347,14954.2994046586,,54.0218804928109,489.1258456114342,4306.363720039354,,11223.338946617274,3735.680133301469,4507.081608009775,568.1929923106217,,546.1249605371464,,4618.142919563984,2489.987306624356,,,1843.4488314413484,2313.404871817782,2576.6795756889737,,1057.061106262855,4365.210105930525,5160.976557408458,420.0,,5835.421102354375,3466.4189893027287,,109720.0,,85.7481194685084,,3704.1233816509866,,,3250.2056861811516,11019.322529530564,,2971.258862520594,,2080.9867036540836,,
2015-06-30,3787.8775241192125,10086.959131953274,2166.4172390558138,88787.40223182869,2347.0916493232426,9434.851155636778,10811.133114992272,,5384.6334580727425,5226.455309493843,11720.134335889841,1562.5647303774194,223.8380297869114,2898.7920398796364,6306.070520767852,2764.5516083328957,2925.225841602432,,47024.792571982005,2765.3388926714347,14890.017539300554,,52.588178781218254,474.30385028987564,4256.8420532282935,,10777.0996636685,3644.7675636857257,4430.80791925884,571.1435493923534,,545.4965083385997,,4565.428040163911,2487.986513288378,,,1843.4488314413484,2263.4459301170014,2467.8552339364423,,1032.0014679678302,4301.294339737399,4981.961134383958,416.6,,5811.816690579111,3497.8746970096504,,106000.0,,88.15727579072457,,3658.766768814444,,,3218.4508030403013,10997.833991056441,,2971.258862520594,,2092.1192270973993,,
2015-07-01,3878.532750065424,9987.088249458686,2192.5975078057327,89834.59133407057,2357.252219233733,9492.293171805039,10803.607091243583,,5423.794428676908,5266.970466931779,11727.834818370715,1554.514045583906,223.50892535328222,3040.265541093869,6405.836962757588,2787.963477987091,2925.225841602432,,46890.72331304549,2765.3388926714347,15018.58127001665,,50.351604111133724,471.4534665741913,4315.459536392405,,11134.933050938744,3698.0294731575755,4638.827070397753,575.7801390922175,,549.2672215298803,,4682.0397430792245,2481.9841332804444,,,1797.8377263335212,2247.1328062963385,2480.1418531665668,,1035.4186913716974,4364.026480630652,5113.366072561516,415.0,,5842.605053764238,3551.3494001114163,,106700.0,,87.30960967735221,,3705.383287563113,,,3210.045098679488,10976.345452582316,,2971.258862520594,,2096.8903085731063,,
2015-07-02,3863.4235457410555,10122.912649651325,2190.72748860931,90942.78174323916,2353.8653625969027,9492.293171805039,10842.491547278478,,5423.794428676908,5403.4425761964085,11993.50146396086,1554.514045583906,221.8163882660466,3052.9981562031503,6382.973819801607,2769.42908117752,2839.920252275525,,47147.689392673805,2765.3388926714347,15024.42507595829,,46.50928352406543,475.4440037761494,4286.150794810349,,11202.289923836672,3681.499915045622,4683.897886477851,578.3091880194162,,551.7810303240674,,4642.1042283822,2490.9877032923446,,,1767.430322928303,2239.995814624798,2471.365696573621,,1042.2531381794313,4333.252222833962,5237.153333163564,415.2,,5774.870654756959,3548.2038293407245,,108570.0,,86.5511715759138,,3691.524322529725,,,3202.573361469876,11259.994160440747,,2971.258862520594,,2092.9144073433504,,
2015-07-03,3867.956307038366,10126.907484951109,2194.4675270021557,90729.27716899567,2354.71207675611,9477.932667762974,10782.283357288963,,5423.794428676908,5298.956117540677,11951.148810316054,1552.318404276584,222.56862697148463,3129.3938468588362,6389.209222425965,2784.061499711392,2839.920252275525,,47348.79328107858,2765.3388926714347,15052.687726590266,,46.50928352406543,465.1826223996857,4276.044332195847,,11126.513441826502,3707.2125609975496,4742.83664596721,568.1929923106217,,554.2948391182545,,4659.675854848891,2473.9809599365335,,,1719.9187551076498,2250.1915170127127,2509.9807855825834,,1041.1140637114756,4433.860373323141,5220.013558618665,414.2,,5746.134849117507,3545.058258570032,,108600.0,,86.86346961768255,,3704.1233816509866,,,3235.262211761928,11135.36063729083,,2971.258862520594,,2069.854180210768,,
2015-07-06,3769.7464789299697,9987.088249458686,2192.5975078057327,86957.36302402735,2348.7850776416576,9224.23042968649,10488.768431090077,,5423.794428676908,5132.63073437441,11662.380717283288,1483.5216433138312,222.2395225378555,3079.8781214338546,6335.169066348192,2786.9879834181666,2839.920252275525,,45505.340970701516,2765.3388926714347,14894.416883051203,,46.50928352406543,449.7905503349902,4214.394910247384,,10722.372204438932,3709.967487349542,4680.430900625535,550.4896498202314,,535.4412731618513,,4573.415143103316,2439.967473224911,,,1660.3709234390976,2150.273633611151,2392.3802872371057,,1024.0279466921406,4340.353974633198,5220.013558618665,409.2,,5756.3976368458825,3444.399993907884,,106950.0,,83.87433121789584,,3695.3040402661036,,,3211.913032981891,10929.070667939244,,2971.258862520594,,2057.926476521501,,
2015-07-07,3734.9953089839223,9931.160555261718,2177.6373542343504,85625.50115612747,2366.5660749850153,8927.446679483812,10246.68133384057,,5497.76515092922,4981.231988158962,11716.284094649405,1432.2900128096535,222.75668664784416,3149.200137028829,6289.442780436229,2786.0124888492414,2697.3843308685405,,44443.95933745412,2765.3388926714347,14770.061220270509,,46.50928352406543,428.697710838926,4170.937121005025,,10537.14080396963,3706.294252213552,4696.032336960954,539.1089296478376,,531.3563338712972,,4535.077048994172,2355.934153113844,,,1595.7551912030092,2080.942857373333,2311.6396465820017,,1002.385531800983,4334.435848133834,5220.013558618665,406.8,,5769.739260892771,3337.4505877043516,,107790.0,,82.0897709792172,,3641.1280860446773,,,3211.913032981891,10907.582129465121,,2971.258862520594,,2096.095128327155,,
2015-07-08,3606.5670722267887,9623.558237178391,2142.1069895023174,82992.2780737911,2323.383652865432,8506.205227583234,9949.40339576734,,5121.384711233631,4704.023016215184,11211.902492152174,1383.9859040485717,217.8671350624968,3028.9476609967305,6062.889818417872,2745.0417169544,2687.665972590791,,42533.47239760881,2765.3388926714347,14255.68097876855,,46.50928352406543,397.9135667095351,4028.4359981405455,,10027.75445267905,3529.060656902052,4527.883523123666,523.934636084646,,512.8169940141674,,4372.14014903031,2234.886156287188,,,1595.7551912030092,2011.6120811355152,2162.444984501918,,973.9086701020915,4199.5025639483465,5220.013558618665,390.6,,5552.168161051208,3183.317619940437,,101820.0,,78.6991065257278,,3512.6176830078066,,,3022.3177012879905,10546.574683099845,,2971.258862520594,,2038.046970372723,,
2015-07-09,3620.1653561187204,9899.20187286345,2130.8868743237804,84995.1543178848,2358.09893339294,9109.34639734997,10479.98807004994,,5382.457848594733,4942.849207428285,11700.883129687658,1466.6883932910298,221.34623907514782,3126.5643768345517,6121.086909578552,2808.4488639345122,2687.665972590791,,45214.857576339076,2855.694862944281,14594.83278635226,,46.50928352406543,418.43632946246237,4210.352325201584,,10301.391748826882,3682.4182238296194,4616.291662357704,541.6379785750363,,520.6726464960021,,4431.244710781907,2350.932169773899,,,1640.0993211689522,2103.373402626745,2206.3257674666484,,1013.7762764805397,4340.353974633198,5220.013558618665,395.0,,5566.5360638709335,3337.4505877043516,,107670.0,,81.64363091954755,,3573.0931667898635,,,3157.742938212205,11122.467514206357,,2971.258862520594,,2069.058999964817,,
2015-07-10,3710.8205820649323,9915.181214062584,2133.6919031184148,85981.34211319996,2358.945647552148,9142.854240114788,10459.918673386768,,5526.048074143339,4949.246337550065,11774.037713255957,1468.8840345983517,221.1581793987883,3191.6421873930985,6272.815040104608,2789.914467124941,2687.665972590791,,45091.96075564727,2755.299340418896,14657.010617742606,,46.50928352406543,415.585945746778,4310.406305085155,,10242.454485041195,3794.4518954773034,4739.369660114894,531.1002747117087,,509.0462808228868,,4530.284787230529,2384.945656485522,,,1597.6556539158353,2105.4125431043276,2234.409468564076,,1006.9418296728057,4416.105993825051,5221.917978012543,393.4,,5577.825130372147,3337.4505877043516,,107620.0,,82.13438498518417,,3618.449779626406,,,3161.478806817011,11221.314791187326,,2971.258862520594,,2090.528866605497,,
2015-07-13,3680.602173416195,9903.196708163234,2140.2369703058944,83622.62491203377,2369.9529316218454,9075.83855458515,10336.993618824841,,5378.106629638714,4863.951269259672,11739.385542092026,1469.6159150341257,221.11116447969843,3238.3284427937956,6210.461013861022,2781.1350160046177,2687.665972590791,,44834.994676018956,2755.299340418896,14532.654954961914,,49.26199081032332,417.29617597618864,4306.363720039354,,10229.825071372834,3805.4716008852724,4735.902674262579,528.9927339390432,,510.3031852199803,,4507.920899000195,2354.933756445855,,,1597.6556539158353,2069.727584746627,2183.507760324989,,1001.2464573330274,4442.145750422251,5294.285914979894,390.0,,5585.00908178201,3318.5771630801987,,106020.0,,82.4912970329199,,3622.2294973627845,,,3160.5448396658094,11160.471101382282,,2971.258862520594,,2090.528866605497,,
2015-07-14,3727.440706821738,9911.1863787628,2135.5619223148374,85910.17392178546,2360.639075870563,9042.330711820332,10279.294103418224,,5462.955399281073,4838.3627487725535,11912.646397911685,1468.8840345983517,219.37161247337292,3351.507243765182,6291.521247977683,2782.1105105735423,2687.665972590791,,45002.581249689596,2755.299340418896,14430.9094126868,,51.55591354887155,421.2867131781467,4314.448890130955,,10204.56624403611,3855.060275221133,4864.181150798242,517.1905056121163,,507.78937642579325,,4575.012563691197,2314.917889726299,,,1578.651026787574,2071.7667252242104,2192.2839169179347,,997.8292339291604,4411.37149262556,5404.742239824798,391.2,,5579.877687917822,3337.4505877043516,,108100.0,,80.75135080020823,,3667.5861101993273,,,3126.9220222225563,11521.187262369327,,2971.258862520594,,2097.6854888190574,,
2015-07-15,3710.8205820649323,9935.155390561502,2139.301960707683,88421.39439026843,2356.405505074525,9080.625389265839,10318.178559453117,,5362.87736329265,4838.3627487725535,12085.907253731344,1456.4420671901944,219.55967214973242,3317.553603473766,6276.971975187513,2782.1105105735423,2687.665972590791,,45527.685847190936,2755.299340418896,14374.384111422849,,51.10682022527511,419.5764829487361,4275.033685934397,,10276.13292149016,3838.5307171091795,4834.711771053562,526.0421768573115,,504.96134153233277,,4544.661572521458,2310.9163030543436,,,1553.9450115208342,2054.4340311647557,2250.206550431379,,997.8292339291604,4320.232344535362,5319.043367100304,390.2,,5559.352112461071,3334.3050169336593,,108500.0,,80.5282807703734,,3653.7271451659394,,,3128.789956524959,11455.997594721066,,2971.258862520594,,2075.420441932426,,
2015-07-16,3673.0475712540106,10023.041767156737,2180.4423830289848,86855.69417914949,2359.792361711355,8917.873010122434,10190.236155725399,,5334.594440078531,4840.495125479813,12135.960389857024,1467.4202737268038,217.6790753861373,3333.115688607332,6241.638026982815,2816.2528204859104,2687.665972590791,,45449.47877947797,2755.299340418896,14317.858810158898,,51.87027887538906,417.86625271932553,4250.778175659592,,10322.440771607486,3833.020864405195,4826.044306422775,523.934636084646,,507.47515032651984,,4519.102843115362,2289.907973026577,,,1571.0491759362694,2061.571022836296,2237.9199312012547,,990.9947871214265,4310.763342136381,5319.043367100304,390.8,,5464.934465360016,3359.4695830991964,,108163.68857689854,,81.01903483601002,,3666.326204287201,,,3081.1576318136836,11464.6895504075,,2971.258862520594,,2088.143325867644,,
2015-07-17,3665.4929690918266,10003.06759065782,2226.2578533413434,87028.53121544184,2364.025932507393,8893.938836718993,10197.762179474088,,5397.687114940797,4812.774228285435,12062.805806288723,1468.1521541625777,217.4910157097778,3234.0842377573686,6183.440935822136,2821.1302933305346,2687.665972590791,,45226.03001458378,2755.299340418896,14312.206280032502,,51.6008228812312,420.7166364350099,4246.735590613791,,10233.420847442892,3827.5110117012105,4715.100759148688,523.934636084646,,509.0462808228868,,4491.946693121385,2302.9131297104327,,,1605.8909923380818,2069.727584746627,2255.4722443871465,,987.5775637175594,4293.00896263829,5319.043367100304,392.4,,5497.775386090817,3346.887300016428,,109291.32099553286,,80.03752670473678,,3660.02667472657,,,3065.2801902432584,11399.499882759239,,2971.258862520594,,2085.7577851297906,,
2015-07-20,3694.2004573081267,9955.12956706042,2210.3626901717494,86743.85844978385,2366.5660749850153,8932.2335141645,10254.20735758926,,5512.994417275285,4910.863556819388,11974.250257758675,1517.1881433594335,212.17832985262152,3202.960067490237,6197.990208612306,2770.4045757464446,2687.665972590791,,44466.30421394354,2755.299340418896,14385.68917167564,,51.87027887538906,434.9685550134316,4191.150046234029,,10275.99559378248,3900.9757144210034,4654.428506733171,530.2572584026425,,515.6450289076279,,4509.518319588076,2316.918683062277,,,1529.8724838250366,2141.0975014620285,2274.779788891628,,1004.6636807368944,4326.150471034725,5319.043367100304,391.2,,5525.484912957431,3334.3050169336593,,110320.03828972559,,81.19749085987789,,3649.947427429561,,,3043.7989457656245,11395.153904916022,,2971.258862520594,,2088.143325867644,,
2015-07-21,3751.6154337407274,9943.145061161069,2214.102728564595,89336.4139941691,2359.792361711355,8874.791497996239,10212.814226971468,,5532.5749025773675,4895.936919868569,11997.351705201296,1494.9188098158056,209.73355405994783,3219.9368876359454,6231.245689275551,2773.331059453219,2552.6887742887225,,44779.13248479541,2755.299340418896,14385.68917167564,,51.10682022527511,442.3795526742109,4191.150046234029,,10434.683284684583,3952.4010063248584,4678.697407699378,522.6701116210467,,509.67473302143355,,4543.064151933577,2287.907179690599,,,1538.741309818225,2103.373402626745,2271.26932625445,,1001.2464573330274,4322.599595135108,5319.043367100304,391.0,,5495.722828545142,3340.5961584750435,,109795.78813018507,,80.70673679424127,,3662.5464865508225,,,3040.0630771608185,11382.115971386369,,2971.258862520594,,2087.3481456216928,,
2015-07-22,3741.0389907136696,9855.258684565832,2223.452824546709,86642.189604906,2357.252219233733,8999.249199694137,10335.739281533393,,5491.238322495193,4932.187323891986,11708.583612168532,1459.000529906728,207.47683794363368,3275.111553109496,6231.245689275551,2776.2575431599935,2552.6887742887225,,43740.09572803743,2755.299340418896,14351.773990917269,,50.29845224280152,429.4768157212131,4185.086168665328,,10275.99559378248,3930.3615955089203,4741.103153041052,515.5044729939839,,505.2755676316061,,4531.88220781841,2308.9155097183657,,,1494.397179852282,2069.727584746627,2304.618721307645,,994.4120105252935,4297.743463837781,5319.043367100304,382.6,,5474.170974315553,3340.5961584750435,,107619.6553924697,,80.48366676440644,,3642.3879919568035,,,3026.9875370439977,11145.171382930368,,2971.258862520594,,2089.733686359546,,
2015-07-23,3685.1349347135056,9855.258684565832,2238.4129781180914,85818.67196139539,2345.3982210048275,8965.741356929318,10299.363500081396,,5495.589541451211,4923.657817062946,11743.235783332462,1472.6494762721775,207.89997221544257,3251.0610579030767,6166.813195490514,2771.3800703153693,2552.6887742887225,,43773.613042771554,2755.299340418896,14346.121460790873,,50.61281756931903,432.5488959481173,4194.18198501838,,10291.477319724148,4007.499533364703,4722.034730853318,517.6120137666494,,504.96134153233277,,4475.972487242575,2285.906386354621,,,1481.093940862499,2075.845006179376,2294.0873333961094,,986.4384892496038,4306.0288409368895,5319.043367100304,380.6,,5364.359145621934,3337.4505877043516,,107758.13656668794,,79.85907068086891,,3637.348368308299,,,3040.99704431202,11246.092226161629,,2971.258862520594,,2080.9867036540836,,
2015-07-24,3671.536650821574,9787.456419232922,2218.777776555652,84751.14909017795,2344.5515068456198,8721.612788214212,10043.478692625957,,5510.818807797275,4895.936919868569,11539.172997589309,1468.3392826830882,206.20743512820695,3194.10176713119,6158.499325324702,2764.5516083328957,2552.6887742887225,,42511.12752111939,2755.299340418896,14408.29929218122,,50.02899624864365,428.2479836304514,4207.320386417233,,9846.377698901179,4013.0093860686875,4669.207925852794,515.5044729939839,,504.0186632345126,,4458.400860775884,2257.8952796509325,,,1432.9488854709039,2067.6884442690443,2283.5559454845743,,960.2397764866236,4288.274461438799,5319.043367100304,381.0,,5371.543097031797,3309.1404507681223,,107036.0561582642,,80.61750878230733,,3638.6082742204253,,,3006.4402597175654,11074.965578943405,,2971.258862520594,,2084.9626048838395,,
2015-07-27,3592.968788334857,9767.514576487949,2197.2725557967897,84029.30029154518,2336.9310794127523,8458.33688077635,9771.287500381692,,5510.818807797275,4859.686515845152,11358.211659288776,1489.8902506285347,210.34474800811626,3121.077035372361,6048.340545627703,2708.948417904182,2553.768591875139,,42758.8088784988,2755.299340418896,14368.731581296453,,50.83736423111725,433.77772803887905,4170.937121005025,,9641.244830174071,3965.257329300822,4563.554315851745,515.5044729939839,,506.84669812797307,,4384.919513733357,2184.866322887743,,,1448.786074744455,2086.0407085672905,2185.262991643578,,977.3258935059584,4253.949327742491,5319.043367100304,381.4,,5299.703582933168,3258.811318437048,,106996.49010848756,,79.99291269876981,,3660.02667472657,,,3025.119602741595,11127.619931933628,,2971.258862520594,,2071.44454070267,,
2015-07-28,3585.414186172673,9807.398261977896,2211.583449196268,84120.80225193525,2344.5515068456198,8482.271054179793,9906.7559278581,,5439.023695022972,4840.495125479813,11423.665760376201,1488.4535194321716,208.511166163611,3134.22148708895,6046.26207808625,2704.511155958393,2553.768591875139,,42826.35833960227,2755.299340418896,14476.129653697963,,50.20863357808223,441.7651366288301,4214.394910247384,,9799.932521076173,4086.4740887884805,4568.666587303409,513.3969322213184,,510.3031852199803,,4372.14014903031,2188.899301794781,,,1426.6140097614834,2090.118989522456,2190.5286855993454,,977.3258935059584,4311.9469674362535,5319.043367100304,377.8,,5320.229158389919,3283.975884602585,,108628.5896617741,,79.72522866296801,,3629.788932835542,,,3008.308194019968,11127.619931933628,,2971.258862520594,,2051.565034553892,,
