,P,AL,C,NI,WH,L,PP,PF,SF,TA,ZN,RB,AU,RM,OI,CS,WR,SP,CU,LR,CF,RR,FB,I,A,SS,RU,JD,M,JM,BC,J,LH,Y,MA,CJ,PG,FU,HC,BU,EG,FG,RS,SM,ZC,AP,SR,V,SA,SN,UR,BB,NR,B,LU,PK,AG,PB,EB,JR,SI,RI,CY,SC
2019-04-15,3132.676671448616,10846.541867498601,2409.7770125185275,91478.50644863884,2335.230043211987,11298.44494672514,16015.81517081508,,5484.125032509171,6976.06797550142,21692.61087115007,4255.607684468437,243.04165035150768,3300.145800705706,5831.381290088724,2747.957393513863,4352.370576349096,5420.0,53975.10525169869,2522.2225489085986,16289.048469995249,,434.979735930306,1430.6811950436118,2751.1003332813348,,4687.892080368374,3362.727166889153,5432.120959337834,1551.3858974580305,,2333.536538586732,,3578.2608461415007,2607.14786122868,,,1801.1605498196564,5802.212853240428,1980.1394845486234,4772.0,1882.3028976775083,5626.712523971782,12828.133546547971,873.7649463202007,10828.857503104966,5264.67919630259,5106.523864075994,,129131.63879909144,,171.73583534389985,,4812.1939515283,,,2785.5047517087364,18862.98042779324,,2853.2546682012085,,2776.1543340071157,22934.90062996093,450.0820268876329
2019-04-16,3116.5703646545358,10873.98161924146,2413.5639852988083,92555.46947469622,2331.584094666769,11271.860370379905,15984.627443678326,,5368.530137214403,6984.878923370698,21302.14387546937,4201.148353954215,242.82599671321887,3306.0733189826806,5824.7566024544285,2757.252809644142,4318.781186961931,5396.0,54117.37539936131,2474.905160144408,16076.846225659083,,432.0362640330332,1385.767007450359,2747.803628268415,,4626.521871545984,3348.5017640680003,5438.312586571122,1543.7810646273538,,2346.0579541596367,,3560.2989774265557,2580.0009471750373,,,1761.991151682575,5714.066229403886,1990.5308870914441,4707.0,1897.8708163801043,5602.481441026301,12704.687193253205,877.1516321586511,11278.006579101648,5223.8827892463705,5117.796543687641,,128303.26343492753,,171.73583534389985,,4829.258469086911,,,2795.0034891399687,18994.92950012878,,2856.23716437006,,2776.1543340071157,22883.118218850588,444.16742627995313
2019-04-17,3134.018863681456,10952.380909935342,2403.46539121806,91397.05546347484,2333.407068939378,11258.568082207286,15988.296588047357,,5429.170082287069,6936.418710089666,21003.267903466858,4217.819577581018,241.5320748834859,3280.881366305538,5838.00597772302,2746.7954664975778,4355.424157202475,5356.0,54139.26311438633,2479.0197156891204,16056.636488103257,,415.0295375154574,1360.5712436785343,2732.1442794570476,,4610.684398301496,3346.921163754539,5394.9711959381075,1549.6309360355667,,2330.1216070668493,,3571.8458930290203,2585.2215075699687,,,1780.9440862650338,5751.180597335061,2004.3860904818719,4704.0,1889.3792243605067,5605.032081336351,12773.268500639186,875.176065419555,11406.13374498158,5210.283986894297,5117.796543687641,,128130.68523406006,,171.73583534389985,,4801.955240993133,,,2795.0034891399687,18902.94436937755,,2867.172983655849,,2776.1543340071157,23148.539639781746,450.69651712215955
2019-04-18,3080.331174367855,11003.267597508308,2392.1044728772185,89451.28192900142,2329.76112039416,11072.476047790638,15821.3505192565,,5398.850109750736,6612.616375893673,20762.238893787413,4123.3493103624705,239.97936868780633,3277.9176071670504,5791.633164282951,2736.338123351013,4306.566863548415,5362.0,54128.31925687382,2479.0197156891204,15965.692669102044,,423.5329007742453,1358.3803076983756,2732.968455710278,,4513.679874679009,3369.8398682997295,5382.587941471532,1542.02610320489,,2290.2807393348803,,3524.375239996666,2521.530670751807,,,1754.4099778495915,5638.2910615444025,1974.3664831359454,4707.0,1868.150244311512,5599.93080071625,12838.42074265587,864.4515602644622,11282.230551603185,5133.547887907599,5076.463385111603,,127785.5288323251,,171.73583534389985,,4769.532657631772,,,2787.8794360665447,18816.708309298272,,2865.184652876614,,2776.1543340071157,23186.456985629055,447.1954104386576
2019-04-19,3097.7796733947753,11022.839400420988,2408.514688258434,89804.23619804543,2457.3693194767825,11072.476047790638,15867.214823869374,,5406.4301028848195,6614.819112860993,20863.47107785278,4154.468927799168,241.10076760690825,3304.591439413437,5789.14890642009,2760.7385906929967,4342.1919735045,5402.0,54161.12429884769,2449.1891879899567,16011.164578602651,,406.19912182363913,1361.6667116686135,2738.7376894828867,,4541.395452856862,3396.7100736285734,5388.77956870482,1563.6706274152773,,2333.536538586732,,3534.6391649766347,2546.589360647477,,,1799.2652563614104,5700.148341429695,2014.7774930246926,4730.0,1899.286081716704,5603.756761181326,12704.687193253205,865.0398226395997,11666.612049242978,5186.971754290744,5099.008744334897,,128216.9743344938,,171.73583534389985,,4742.229429537994,,,2793.420366234763,18971.933217440972,,2856.23716437006,,2776.1543340071157,23688.861818105892,450.31801910232144
2019-04-22,3097.7796733947753,11108.955333236776,2423.6625793795565,89188.82875458407,2447.3429609774334,11025.953039186476,15856.207390762283,,5446.225066838756,6672.090274011304,20877.932818433546,4193.368449595041,241.7908592494325,3298.6639211364622,5793.289336191525,2771.1959338395613,4345.245554357879,5418.0,53854.943907091634,2468.7333268273396,16046.531619325344,,411.75901318515434,1373.7168595594862,2728.3424807344845,,4545.3548211679845,3362.727166889153,5388.77956870482,1556.650781725422,,2314.7544152273754,,3537.205146221627,2565.38337806923,,,1830.8534806655082,5734.169845366606,2062.116104608654,4736.0,1912.0234697461005,5613.959322421529,12617.501582539142,877.6874637050544,11642.676205067606,5206.398614793706,5129.069223299288,,127328.19660002628,,171.73583534389985,,4752.4681400731615,,,2807.668472381611,19058.169277520246,,2859.2196605389113,,2776.1543340071157,23613.027126411274,463.8493233115318
2019-04-23,3089.726519997735,11105.04097265424,2422.400255119463,89089.27755049473,2470.130139385045,11045.891471445402,15942.432283434484,,5500.184932550516,6698.523117619141,20902.03571940149,4175.585811059785,240.6694603303306,3291.2545232902435,5781.696132831507,2767.7101527907066,4320.81690753085,5350.0,53756.52878117004,2468.7333268273396,16031.374316158475,,412.74017048424525,1378.0987315198036,2730.741375061039,,4569.111031034716,3391.9682726881892,5390.843444449249,1564.8406016969197,,2328.9832965602213,,3530.7901931091465,2567.4716022272023,,,1839.0664189845736,5709.426933412489,2073.6621074340105,4733.0,1923.3455924388977,5598.655480561225,12669.812948967581,882.6876938937228,11561.012736704573,5189.885783366188,5121.55410355819,,127794.15774236848,,171.2878775079849,,4755.881043584884,,,2789.46255897175,18971.933217440972,,2861.2079913181456,,2776.1543340071157,23584.589117025793,471.51390821325236
2019-04-24,3066.9092520394547,11069.811727411417,2416.0886338189953,88320.01824616804,2461.0152680220003,10986.076174668622,15909.409984113216,,5489.020822403256,6669.887537043985,20506.748143527202,4145.57760853154,240.54006814735732,3274.9538480285632,5682.325818317073,2760.7385906929967,4314.709745824092,5368.0,53537.82850134429,2468.7333268273396,15905.063456434567,,408.16143642182095,1356.189371718217,2734.7395322719626,,4543.375137012423,3379.3234701804977,5370.204687004956,1579.465280217452,,2330.1216070668493,,3498.715427546745,2551.8099210424084,,,1825.7993647768526,5689.323317449769,2060.9615043261183,4679.0,1919.099796429099,5591.003559631073,12523.341122967955,888.8644488326657,11573.684654209183,5186.000411265596,5230.523339804109,,127552.548261154,,170.8959144015593,,4655.200389989079,,,2770.465084109286,18793.712026610465,,2858.225495149294,,2776.1543340071157,23537.192434716657,470.2837896487787
2019-04-25,3072.278020970815,11148.098939062134,2416.0886338189953,88419.56945025738,2414.529424070474,11025.953039186476,15819.515947071986,,5526.234522894125,6632.4410085995505,20738.13599281947,4125.572140179377,241.877120704748,3231.979340520496,5665.764099231334,2754.9289556115723,4310.638304686254,5356.0,53778.39880915262,2458.4469379655593,15809.067203044397,,402.60154506030574,1349.6165637777408,2723.5446920813756,,4551.293873634667,3374.5816692401136,5297.969035949932,1573.615408809239,,2317.6001914939447,,3493.583465056761,2567.4716022272023,,,1885.1852264685565,5641.383925538667,2112.918517040222,4627.0,1919.099796429099,5579.525678235845,12526.828547396517,887.0996617072535,11568.052690873801,5132.576544882451,5211.735540451365,,126888.12218781421,,170.8959144015593,,4619.364903115996,,,2791.0456818769553,19023.674853488537,,2855.2429989804427,,2776.1543340071157,23613.027126411274,478.7053705901753
2019-04-26,3022.616908355734,11105.04097265424,2400.9407426978732,88482.92021649604,2426.43832381928,11019.306895100166,15736.960198768815,,5569.030278458626,6561.953425645321,20940.600360950204,4155.580342707622,242.78286598556107,3218.642424397303,5638.437262739864,2736.338123351013,4357.459877771394,5290.0,53548.76351533558,2457.418299079381,15788.85746548857,,396.38754883273,1355.0939037281375,2689.960171509615,,4462.208086634423,3347.7114639112697,5283.521905738927,1575.955357372524,,2293.6956708547636,,3438.41486828943,2496.4719808561367,,,1869.3911143165076,5689.323317449769,2096.754113084723,4549.0,1924.7608577754972,5591.003559631073,12551.240518396455,892.6881542710591,11428.661598323106,5064.582533122086,5211.735540451365,,126396.27431534189,,168.65612522198447,,4604.006837313245,,,2807.668472381611,19075.416489536103,,2872.1438106039345,,2776.1543340071157,23556.15110764031,471.2300346983738
2019-04-29,3019.9325238900537,11136.355857314527,2419.8756065992757,89107.37776942007,2431.4003653812824,11012.660751013856,15786.493647750718,,5596.940553826777,6566.35889957996,20940.600360950204,4197.814109228855,242.6534738025878,3237.9068587974707,5641.749606557012,2764.2243717418514,4413.44219341667,5298.0,53417.54334744013,2469.761965713518,15667.599040153618,,404.89091209151786,1389.053411420597,2694.7579601627235,,4456.269034167741,3327.9539599930017,5295.905160205502,1584.7301644848433,,2330.1216070668493,,3437.1318776669345,2514.221886198903,,,1814.4276040273774,5743.4484373494,2065.579905456261,4644.0,1913.4387350827003,5587.177599165997,12669.812948967581,893.2764166461965,11489.205204178457,5061.668504046642,5200.462860839718,,127725.12646202148,,169.55204089381442,,4653.493938233218,,,2802.919103665995,19213.394185662946,,2865.184652876614,,2776.1543340071157,23584.589117025793,456.84710994452786
2019-04-30,3017.248139424374,11097.212251489169,2418.613282339182,88519.12065434671,2429.4155487564817,11039.245327359093,15927.755705958365,,5634.1542543176465,6594.9944801551155,21061.114865789925,4254.496269559983,242.86912744087664,3234.943099658983,5649.202380145594,2761.9005177092818,4409.370752278832,5244.0,53505.02345937043,2470.7906045996956,15763.595293543789,,380.6890320472753,1400.0080913213903,2701.1550117002016,,4632.4609240126665,3400.661574412227,5302.096787438791,1581.805228780737,,2329.5524518135353,,3447.3958026469027,2503.7807654090407,8840.0,,1821.377013374279,5859.430837134323,2082.8989096942955,4617.0,1916.2692657558996,5606.307401491376,12711.66204211033,906.2181888992202,11441.333515827715,4975.218974808462,5294.4018576034405,,128216.9743344938,,169.55204089381442,,4651.787486477357,,,2797.3781734977765,19184.648832303188,,2858.225495149294,,2776.1543340071157,23679.382481644065,461.3890861825845
2019-05-06,2942.0853743853327,10901.494222362375,2427.449552159837,86528.09657255995,2412.5446074456727,10946.199310150769,15780.989931197173,,5596.940553826777,6438.600155475418,20728.49483243229,4174.474396151331,244.10564511920975,3236.424979228227,5645.8900363284465,2759.576663676712,4433.799399105861,5130.0,52499.00217217197,2484.1629101200106,15475.606533373279,,379.43676549448827,1397.8171553412317,2716.3480091017127,,4618.60313492374,3420.4190783304944,5335.118799349659,1594.0899587379838,,2348.334575172892,,3429.433933931958,2524.6630069887656,8665.0,,1740.5111591557886,5743.4484373494,2029.0209522063308,4592.550730777378,1896.4555510435048,5573.149077460718,12341.995052682705,898.2766468348647,11513.14104835383,4946.07868405402,5343.250135920577,,127146.98948911543,,169.55204089381442,,4711.513297932495,,,2795.795050592571,18833.95552131413,,2860.2138259285284,,2776.1543340071157,23447.1387383293,446.62766340890045
2019-05-07,2971.613603507813,10968.038352265485,2433.7611734603047,87306.40598634932,2425.4459155068794,10986.076174668622,15870.883968238402,,5550.42342821319,6480.452157854493,20844.188757078424,4186.699960144319,243.6366211722558,3273.471968459319,5698.059451448525,2780.4913499698405,4458.22804593289,5148.112985484504,52805.18256392802,2484.1629101200106,15738.333121599007,,386.637298173014,1428.490259063453,2715.548377659528,,4697.790501146179,3444.128083032416,5366.076935516097,1606.3746886952306,,2412.0799635440417,,3467.92365260684,2557.03048143734,8615.0,,1792.3158470145088,5771.284213297781,2048.5087240636794,4608.198263079856,1887.963959023907,5601.206120871276,12317.583081682767,889.7468423953719,11586.35657171379,4990.760463210831,5335.735016179479,,127190.13403933229,,169.55204089381442,,4638.104450514284,,,2802.919103665995,18816.708309298272,,2862.2021567077627,,2776.1543340071157,23636.72546756584,459.11809806355615
2019-05-08,2960.8760656450927,10995.438876343236,2423.6625793795565,87197.61295708283,2420.483873944877,10853.153292942443,15595.698140561168,,5576.473018556799,6478.249420887173,20448.901181204135,4146.689023439994,244.8731388505889,3282.3632458747816,5697.231365494238,2759.576663676712,4568.156956654524,5144.087877599059,52313.10693432007,2484.1629101200106,15581.70765554136,,393.83783085153976,1408.771835242025,2730.741375061039,,4689.871764523935,3437.80568177857,5382.587941471532,1600.5248172870179,,2444.5218129829304,,3455.093746381879,2571.6480505431473,8635.0,,1766.4135030851487,5701.694773426828,2018.703896517146,4629.713619995763,1893.6250203703055,5588.452919321022,12422.205814539642,881.2170379558792,11689.139902584504,4968.419573632425,5301.916977344538,,127017.55583846482,,169.55204089381442,,4663.130193952311,,,2809.251595286816,18805.210167954367,,2865.184652876614,,2776.1543340071157,23508.754425331175,456.3739874197303
2019-05-09,2974.297987973493,10964.123991682949,2435.023497720398,86037.1539782404,2405.597749258869,10633.83053809425,15417.744638663222,,5624.850829194929,6480.452157854493,20333.207256558002,4153.357512890715,244.9157773912211,3363.8666221831845,5801.5701957343945,2771.1959338395613,4840.943512889687,5087.736367202825,52017.861556555305,2454.332382420847,15288.666460981893,,387.5764980876043,1412.058239212263,2773.1218414968325,,4668.095238812764,3440.966882405493,5551.825752514732,1587.6551001889497,,2454.1974522892656,,3479.470568209304,2557.03048143734,8620.0,,1769.5723255155585,5673.858997478446,1998.0697851387765,4598.418555390806,1916.2692657558996,5606.307401491376,12484.979454253767,880.0405132056042,11983.409986858192,4986.87509111024,5215.4931003219135,,126042.48900356356,,169.55204089381442,,4809.947888788734,,,2803.7997624154527,18603.992694436056,,2866.1788182662312,,2776.1543340071157,23238.593336169102,455.8062403899732
2019-05-10,2960.8760656450927,11093.297890906633,2429.974200680024,87433.3311871602,2408.574974196071,10680.353546698412,15498.465814781877,,5591.358498753147,6487.060368756452,20323.45043925639,4163.360247066797,244.95841593185327,3350.5297060599914,5797.429765962959,2759.576663676712,4929.497357637669,5111.887014515497,52203.7567944072,2483.1342712338324,15369.505411205195,,391.02023110776884,1436.1585349940083,2763.526264190615,,4662.156186346081,3427.5317797410707,5485.781728692995,1593.5049715971625,,2466.71886786217,,3451.244774514391,2563.2951539112573,8670.0,,1782.2076152371976,5693.9626134411665,2012.9721989120433,4614.066087693285,1924.7608577754972,5582.076318545895,12484.979454253767,883.5700874564287,12055.217519384309,5019.900753965274,5241.796019415756,,126232.32502451779,,169.55204089381442,,4831.636866435024,,,2796.7902630094145,18575.247341076294,,2871.1496452143174,,2776.1543340071157,23314.42802786372,461.483710687544
2019-05-13,2940.7431821524924,11136.355857314527,2460.2699829222684,87369.86858675476,2418.4990573200757,10441.092359591292,15304.001163223298,,5559.726853335907,6357.09888768459,20323.45043925639,4102.232427101854,246.62131901650815,3359.420983475454,5801.5701957343945,2796.7583281978295,4929.497357637669,5162.200863083563,52094.452446010204,2483.1342712338324,14712.68894064087,,372.23623281596247,1431.776663033691,2765.925158517169,,4713.627974390666,3439.3862820920313,5487.845604437424,1580.050267358273,,2420.6172923437493,,3451.244774514391,2526.751231146738,9115.0,,1816.3228974856231,5584.165941644772,2022.1429150802076,4481.06206312222,1941.744041814693,5602.481441026301,12610.526733682018,892.9822854586279,12477.614769537928,5021.84344001557,5162.887262134228,,125705.96151187197,,169.55204089381442,,4846.65231249784,,,2798.3479295440898,18345.28451419822,,2867.172983655849,,2776.1543340071157,22342.796040526446,470.09454063885966
2019-05-14,2935.3744132211323,11108.955333236776,2457.7453344020814,86717.11041115588,2414.529424070474,10228.415748829406,14927.913865397744,,5492.742192452342,6123.608769148705,20186.85499703383,4071.1128096651564,249.6486554013927,3350.5297060599914,5797.429765962959,2793.272547148975,4824.8474507611345,5033.397410749314,51908.63505373531,2420.387299176971,13964.928651075332,,370.9839662631754,1412.058239212263,2811.504150721702,,4569.111031034716,3448.0795838160693,5504.356610392859,1564.2556145560986,,2380.207269358467,,3447.3958026469027,2478.7220755133703,9505.0,,1778.4170283207059,5559.423029690655,1954.5088833399966,4339.2563016310105,1927.5913884486965,5542.54139374011,12554.727942825017,886.8055305196847,12281.904043633418,4942.193311953428,5144.099462781483,,125464.35203065751,,169.55204089381442,,4836.642015122629,,,2825.6070939009064,18270.54659546285,,2858.225495149294,,2776.1543340071157,21010.94926763974,469.6214181140621
2019-05-15,2979.666756904853,11222.471790130316,2474.155549783297,88149.55196316453,2413.5370157580733,10281.584901519878,15083.85250108151,,5507.62767264869,6143.4334018545815,20455.167472828143,4116.68082091175,248.36949918242738,3392.0223339988147,5819.788086728707,2804.891817311824,4888.124138639969,5027.359748921146,52170.965489888105,2416.272743632259,14161.973592244629,,375.99303247432374,1446.0177469047223,2821.899359470104,,4650.278081412715,3456.772885540107,5562.145131236878,1602.864765850303,,2435.984484183223,,3476.904586964312,2502.736653330054,9660.0,,1764.5182096269027,5624.373173570212,1971.7039761553044,4356.859775471298,1971.4646138832852,5561.67119606549,12610.526733682018,883.2759562688601,12978.85950638689,4971.33360270787,5200.462860839718,,125938.94208304308,,169.55204089381442,,4871.678055935867,,,2812.3669283561667,18471.764068981163,,2860.2138259285284,,2776.1543340071157,21726.639170507682,473.9741453421997
2019-05-16,3005.1684093288136,11234.210777358485,2496.8773864649806,88711.64928104133,2429.4155487564817,10367.984774641893,15234.287420211733,,5518.791782795951,6196.299089070254,20572.24928044748,4158.914587432982,249.30754707633528,3461.6706737532686,5844.630665357316,2818.8349415072435,4989.123467369647,5027.359748921146,52236.5480989263,2415.2441047460807,14424.700180470358,,368.4794331576012,1490.9319344979751,2833.094199660691,,4850.226181124373,3477.3206896151055,5626.125279314186,1601.6947915686603,,2434.8461736765953,,3505.1303806592255,2549.721696884436,9715.0,,1798.0017273892465,5647.569653527196,1996.923445617756,4384.242957000635,1974.2951445564845,5579.525678235845,12561.702791682143,885.0407433942723,13057.706993082233,5015.044038839534,5234.280899674658,,126491.192325819,,169.55204089381442,,4875.014821727604,,,2820.155261029543,18713.225037203138,,2859.2196605389113,,2776.1543340071157,22029.97793728615,479.2731176199324
2019-05-17,3006.510601561654,11198.993815673975,2519.599223146664,88738.84753835795,2429.4155487564817,10427.800071418673,15234.287420211733,,5522.513152845038,6130.216980050664,20362.477708462837,4191.145619778134,248.75324604811695,3460.1887941840246,5826.412774363002,2849.0450439306514,4985.472889222791,4966.983130639467,52061.6611414911,2416.272743632259,14232.707673690018,,364.0965002228464,1548.9917379721799,2831.4949367763215,,4832.4090237243245,3437.80568177857,5611.678149103181,1626.264251483154,,2461.5964705823453,,3508.9793525267137,2554.942257279367,9755.0,,1837.1711255263278,5693.9626134411665,1973.9966551973455,4306.983266257149,1989.8630632590803,5561.67119606549,12603.551884824892,878.5698572677607,13228.073883977526,4962.5915154815375,5166.644822004777,,125412.57857039727,,169.55204089381442,,4873.346438831735,,,2785.8865972666877,18535.003846372634,,2859.2196605389113,,2776.1543340071157,21873.568885666,484.4774653927056
2019-05-20,3003.826217095974,11179.42883696036,2534.747114267786,88240.21282088659,2412.5446074456727,10554.076809058542,15377.384050603894,,5442.5036967896685,6147.838875789221,20113.67886727175,4201.148353954215,246.79187317903683,3494.2720242766295,5833.037461997298,2858.340460060931,4957.48512343023,4971.008238524912,52050.730706651404,2416.272743632259,14015.452994964895,,358.1482340971077,1558.850949882894,2855.483880041865,,4769.059130746374,3400.661574412227,5659.147291225054,1622.7543286382265,,2472.9795756486224,,3505.1303806592255,2618.6330940975286,9755.0,,1878.8675816077368,5638.2910615444025,1998.0697851387765,4322.630798559627,1981.3714712394826,5578.250358080819,12415.230965682518,881.2170379558792,13642.023189128073,4933.451224727095,5155.37214239313,,125585.15677126474,,169.55204089381442,,4918.3927770201835,,,2769.5310986525974,18489.01128099702,,2867.172983655849,,2702.629528920212,21205.275665107194,492.5205483142642
2019-05-21,3010.5371782601737,11152.037866761297,2518.3368988865705,88938.3014253465,2422.468690569678,10693.64583487103,15553.502980317326,,5420.175476495147,6154.44708669118,20167.34136243061,4355.635026229251,246.57868047587596,3583.1847984312512,5854.567696808759,2847.883116914367,5144.881468302163,4995.1588858375835,52138.174185369004,2416.272743632259,14060.924904465503,,359.7135672880916,1570.9010977737667,2872.276140327746,,4899.718285013398,3436.225081465109,5749.957823979942,1642.0589042853287,,2585.103160551448,,3517.9602868841857,2646.8241202301574,9840.0,,1844.7522993593113,5822.316469203148,1987.7527294495917,4349.036009320059,1991.27832859568,5571.873757305692,12460.56748325383,875.6285453920734,13661.73506080191,5002.416579512608,5219.250660192462,,125248.62927957316,,169.55204089381442,,4988.464858646658,,,2772.646431721948,18569.498270404343,,2868.167149045466,,2684.8412696249934,21243.193010954503,483.58808998095515
2019-05-22,2959.533873412253,11054.212973193215,2506.975980545729,88403.4023647863,2414.529424070474,10507.55380045438,15414.075494294193,,5427.6182165933205,6088.36497767159,19957.569790445967,4345.63229205317,246.36548777271508,3566.8841231695706,5824.7566024544285,2835.1019197352325,5204.507578034141,4904.593958415065,51547.9307040252,2416.272743632259,13601.153375070475,,347.8170350366142,1595.001393555512,2853.0849857153107,,4713.627974390666,3414.096677076649,5727.255190791219,1623.3393157790476,,2614.1300784704536,,3465.3576713618477,2649.9564564671164,10305.0,,1811.9005460830494,5809.945013226089,1969.4112971132633,4309.917178563864,2011.0920433080748,5573.149077460718,12795.36022839583,871.2165775785427,13895.461539220245,4796.491858181216,5192.947741098619,,124834.4415974912,,169.44005143483568,,4963.439115208631,,,2771.0887651872727,18512.007563684827,,2866.1788182662312,,2683.655385671979,20788.1848607868,479.5969915767107
2019-05-23,2930.005644289772,11042.473985965045,2501.9266835053545,87614.65290260434,2396.6660744472642,10381.277062814512,15160.904532831137,,5423.896846544234,5907.740546351376,19777.068670366156,4313.401259708018,246.7492346384047,3574.2935210157893,5781.696132831507,2828.130357637523,5219.109890621565,4910.631620243233,51023.269831719605,2370.005700084787,13520.314424847173,,342.4949021872691,1596.0968615455913,2858.6824058106045,,4640.379660634911,3406.9839756660726,5718.9996878135025,1628.6042000464392,,2577.1349870050544,,3431.9999151769503,2573.73627470112,10350.0,,1756.9370357939194,5760.459189317856,1879.9968144736624,4306.005295488244,1975.710409893084,5589.728239476048,12722.124315396019,873.5696270790925,13856.037795872575,4789.69245700518,5132.826783169837,,124618.71884640685,,166.52832550138837,,4946.755286249947,,,2781.9924309299995,18558.04301923642,,2858.225495149294,,2699.0718770611684,20683.912159706702,468.4789317363154
2019-05-24,2931.3478365226124,11144.21187527585,2505.713656285635,90651.79163629354,2373.840683262052,10314.815621951422,15093.025362004086,,5431.339586642408,5843.861174299105,19938.056155842743,4322.292578975646,248.24158356053087,3581.7029188620077,5809.022969322977,2831.616138686378,5203.290718651856,4912.644174185955,51558.8611388649,2394.5555599263025,13646.625284571082,,352.5130346095658,1603.7651374761467,2860.281668694974,,4691.851448679496,3468.6273878910674,5716.935812069073,1659.0235313691458,,2642.018685882832,,3435.8488870444385,2533.0159036206555,10720.0,,1717.7676376568381,5762.005621314987,1830.7042150697798,4424.339758525736,1978.5409405662833,5566.772476685591,12812.797350538644,867.0987409525807,14303.77888103541,4820.775433809918,5144.099462781483,,124627.34775645022,,166.52832550138837,,4923.397925707788,,,2791.338430138051,18719.167113667,,2858.225495149294,,2709.7448326382996,20783.44519255589,448.9985704775031
2019-05-27,2951.4807200152127,11198.993815673975,2533.4847900076925,91259.21938303138,2377.8103165116545,10321.461766037732,15030.649907730578,,5375.519035906103,5987.039077174884,19864.88002608066,4270.056078278332,248.36949918242738,3645.4237403394864,5867.8170720773505,2860.664314093501,5164.3512184187275,4928.744605727737,51679.0959221016,2394.5555599263025,13671.887456515864,,353.7653011623529,1667.3022809007482,2887.4691377292565,,4695.810816990618,3455.1922852266457,5834.576729501541,1623.924302919869,,2571.443434471916,,3453.810755759383,2550.765808963422,10560.0,,1711.4499927960185,5669.219701487049,1799.7530480022256,4403.802372378733,1985.6172672492814,5570.598437150667,12743.048861967392,860.9219860136375,13661.73506080191,4807.176631457844,5095.251184464348,,125593.78568130812,,166.52832550138837,,5033.511196835106,,,2790.5595968707134,18437.199948413487,,2868.167149045466,,2747.6931191347658,20721.82950555401,446.33783820800676
2019-05-28,2954.1651044808928,11144.21187527585,2517.074574626477,90969.10463832077,2362.9241918256466,10487.615368195453,15192.092259967889,,5423.896846544234,6000.255498978802,20162.462953779806,4273.390323003692,248.1563064792665,3672.097572585873,5847.943009174463,2843.235408849227,5228.844765679847,4930.757159670459,51515.1393995061,2394.5555599263025,13788.093447461859,,349.6954348657949,1657.4430689900341,2890.667663497996,,4733.424815946276,3470.207988204529,5917.131759278713,1618.0744315116563,,2546.400603326107,,3464.0746807393516,2552.8540331213944,10405.0,,1732.298220836723,5673.858997478446,1823.8261779436566,4359.793687778013,1964.3882872002869,5568.047796840617,12893.00811239558,861.5102483887749,13415.336664878963,4808.147974482993,5129.069223299288,,126111.52028391055,,171.00790386053802,,5105.251661357449,,,2785.10776399935,18362.392333142143,,2859.2196605389113,,2740.5778154166783,20882.978225405073,453.17972118671156
2019-05-29,3026.643485054254,11089.429934877724,2529.697817227412,89464.13440013448,2370.863458324851,10500.907656368072,15326.016029437478,,5459.24986201056,6004.6609729134425,20074.651598065302,4251.162024834623,248.54005334495608,3841.031843479654,5916.674143380281,2851.3688979632216,5189.905265446719,4964.9705766967445,51165.3654846357,2395.4997853048226,13803.25075062873,,352.5130346095658,1638.8201131586854,2986.62343656017,,4832.4090237243245,3523.1580987054863,6096.688949044059,1628.019212905618,,2529.325945726692,,3561.5819680490517,2604.015524991721,10550.0,,1733.561749808887,5675.405429475578,1822.679838422636,4390.110781614065,1958.7272258538885,5576.975037925794,12889.520687967019,854.4510998871258,13532.199904088133,4831.460207086547,5144.099462781483,,125550.64113109124,,167.92819373862264,,5267.084802256689,,,2771.8675984546103,18350.883469254244,,2868.167149045466,,2766.667262382999,20911.416234790555,450.2339104597693
2019-05-30,2994.4308714660933,11065.951960421386,2506.975980545729,89019.89619729636,2361.931783513246,10361.338630555585,15131.551377878897,,5462.971232059647,5945.187074795811,20221.003857589472,4197.814109228855,247.38881274788736,3719.517718801671,5867.8170720773505,2823.4826495723833,5155.8332027427305,4896.543742644174,50881.1741788035,2395.4997853048226,13601.153375070475,,351.88690133317226,1614.71981737694,2900.263240804213,,4763.1200782796905,3504.98119510068,5989.367410333737,1633.8690843138306,,2509.9746671140215,,3512.8283243942014,2546.589360647477,10530.0,,1737.9841012114607,5629.012469561609,1841.0212707589644,4386.198898538445,1957.3119605172888,5573.149077460718,12896.495536824143,852.3921815741447,13687.078895811126,4804.2626023824005,5147.857022652032,,123514.21836085498,,167.92819373862264,,5130.277404795476,,,2768.7522653852598,18615.587338675912,,2868.167149045466,,2772.596682148072,20551.201449241125,452.4195119668555
