date,RB,L,A,BU,SC,RM,EG,FB,CS,SP,RR,UR,AG,PB,WR,SA,AL,JR,LU,V,JD,SS,MA,OI,SF,LH,RS,FG,CF,BC,Y,EB,PP,CU,AU,B,PG,C,FU,ZC,PK,WH,M,BB,HC,SR,CY,RI,RU,P,PF,NI,JM,SI,LR,CJ,SN,TA,J,I,ZN,SM,AP,NR
2010-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29,58449555439.0,16983750790.0,15169680495.0,,,,,,,,,,,,69693103.0,,19056861972.5,,,2478596560.0,,,,,,,,,18080557375.0,,66938826535.0,,,100076238860.0,10674246376.0,2569455.0,,2735745000.0,11553414486.0,,,,22398298285.0,,,117934645415.0,,,121696725052.5,46768939460.0,,,,,,,,21834154230.0,,,50815439452.5,,,
2010-02-01,56792437449.0,17175349115.0,15281940330.0,,,,,,,,,,,,64413665.0,,19964230347.5,,,2253155500.0,,,,,,,,,16846328860.0,,65572425090.0,,,104073524465.0,10297216165.0,2879600.0,,2635701515.0,11518934861.0,,,,22025581650.0,,,120663364870.0,,,126434107920.0,46324091575.0,,,,,,,,21452628290.0,,,53193802230.0,,,
2010-02-02,58924252724.0,17482628305.0,15468427970.0,,,,,,,,,,,,62918478.0,,19824574687.5,,,1876926730.0,,,,,,,,,16451263485.0,,64402961935.0,,,106286537055.0,9776065990.0,3028435.0,,2602784160.0,10705365356.0,,,,21610517675.0,,,121625708625.0,,,128812703275.0,45166936920.0,,,,,,,,21289193050.0,,,54208865887.5,,,
2010-02-03,58519709678.0,17666577500.0,14236113020.0,,,,,,,,,,,,58786867.0,,18988859585.0,,,1793086000.0,,,,,,,,,15964698570.0,,62441968380.0,,,108633826675.0,9124119617.0,3011895.0,,2553216415.0,9878340409.0,,,,20442592870.0,,,121910943715.0,,,132008174017.5,43928924975.0,,,,,,,,21222155535.0,,,56562881567.5,,,
2010-02-04,55911206175.0,17575489000.0,13262376285.0,,,,,,,,,,,,51957999.0,,17597876747.5,,,1666757135.0,,,,,,,,,15518874680.0,,58547772815.0,,,105632379190.0,8280051608.0,2707220.0,,2456102625.0,9130299734.0,,,,19078234205.0,,,121846277230.0,,,133138864107.5,41907432410.0,,,,,,,,20889174075.0,,,58684556650.0,,,
2010-02-05,54259836023.0,17542279595.0,13227376520.0,,,,,,,,,,,,49669265.0,,16771463332.5,,,1627325735.0,,,,,,,,,15293283240.0,,56484831070.0,,,102718561535.0,8029139689.0,2585145.0,,1911851925.0,8820367707.0,,,,18623019050.0,,,121763247715.0,,,128679551450.0,40649905440.0,,,,,,,,20620312065.0,,,58919085735.0,,,
2010-02-08,52906382667.0,17616715430.0,13018070735.0,,,,,,,,,,,,47569328.0,,15796625955.0,,,1654773425.0,,,,,,,,,15389696150.0,,55267000265.0,,,101638993175.0,7586156076.0,2438265.0,,1706340030.0,8243931466.0,,,,18406164315.0,,,120650857110.0,,,128005515100.0,39744190650.0,,,,,,,,20399728535.0,,,60071908872.5,,,
2010-02-09,51535623898.0,17682743965.0,12390825215.0,,,,,,,,,,,,44456284.0,,14008020747.5,,,1682487130.0,,,,,,,,,15350408210.0,,53883928005.0,,,102762129190.0,7287352171.0,2320530.0,,1555314480.0,7862600759.0,,,,18054396030.0,,,119590392210.0,,,128187504235.0,39186429505.0,,,,,,,,19907304245.0,,,61359626215.0,,,
2010-02-10,49840650737.0,17685810575.0,12372122775.0,,,,,,,,,,,,41877970.0,,12718760055.0,,,1698736930.0,,,,,,,,,14915823310.0,,52501709720.0,,,102084135080.0,6850944686.0,2237045.0,,1400408115.0,7374935590.0,,,,17773028650.0,,,118113037295.0,,,125476719240.0,38811676385.0,,,,,,,,19533127180.0,,,62810397962.5,,,
2010-02-11,48495039145.0,16982375455.0,12461937460.0,,,,,,,,,,,,40334190.0,,12194123152.5,,,1730180365.0,,,,,,,,,14448341470.0,,50820134000.0,,,102874406975.0,6652342891.0,2137290.0,,1324362600.0,7050579890.0,,,,17686275005.0,,,115057937635.0,,,125341940867.5,37982691850.0,,,,,,,,18558186840.0,,,63880547682.5,,,
2010-02-12,46971006955.0,16516590595.0,12098163110.0,,,,,,,,,,,,38676920.0,,11512579450.0,,,1753980335.0,,,,,,,,,13773822645.0,,48569543285.0,,,103505390070.0,6491833114.0,1913990.0,,1267682045.0,6785912210.0,,,,16546565210.0,,,110852261020.0,,,122063388820.0,36531286975.0,,,,,,,,17975933635.0,,,63351353615.0,,,
2010-02-22,46716573269.0,15601148515.0,11936637475.0,,,,,,,,,,,,40148918.0,,11309687345.0,,,1807518335.0,,,,,,,,,13858032360.0,,47272405680.0,,,104483196830.0,6403436187.0,2291945.0,,1235733400.0,6547111436.0,,,,16253939685.0,,,109572279550.0,,,121294345867.5,36114050100.0,,,,,,,,17394672945.0,,,63418930977.5,,,
2010-02-23,46455537434.0,15051845710.0,12268040065.0,,,,,,,,,,,,39509213.0,,10915513410.0,,,1756169605.0,,,,,,,,,14129017715.0,,46549078210.0,,,105322235480.0,6404003820.0,2352615.0,,1259889270.0,6310019045.0,,,,17365196055.0,,,110855524155.0,,,120535573197.5,36039478035.0,,,,,,,,17095941975.0,,,63383610650.0,,,
2010-02-24,46078330989.0,14236289160.0,12010932700.0,,,,,,,,,,,,39769071.0,,10778764515.0,,,1689167650.0,,,,,,,,,13852866480.0,,44447510480.0,,,101893797830.0,6195973801.0,2029045.0,,1243175200.0,6097640941.0,,,,17380448400.0,,,112253748655.0,,,118735669502.5,35003400890.0,,,,,,,,17061512040.0,,,61349346865.0,,,
2010-02-25,45961474983.0,13579441680.0,11880822545.0,,,,,,,,,,,,41172824.0,,10774515817.5,,,1659107920.0,,,,,,,,,13129110550.0,,42798981280.0,,,101581530685.0,6019579527.0,1922845.0,,1202829790.0,5873754018.0,,,,17725509395.0,,,108912150175.0,,,118545523977.5,34021520130.0,,,,,,,,17503975095.0,,,61098782280.0,,,
2010-02-26,44843054016.0,12576265505.0,11687899940.0,,,,,,,,,,,,43918469.0,,10618405895.0,,,1477537355.0,,,,,,,,,12976479910.0,,39712951325.0,,,99228898275.0,5989091353.0,1879525.0,,1088039985.0,5470233124.0,,,,17535631100.0,,,104440564460.0,,,116601995885.0,32402689545.0,,,,,,,,16840238210.0,,,60262284977.5,,,
2010-03-01,44076589407.0,11931909865.0,11847938480.0,,,,,,,,,,,,44368664.0,,10605797800.0,,,1435063270.0,,,,,,,,,12732681030.0,,38086658140.0,,,101186568880.0,5847299169.0,1827925.0,,1061460565.0,5230044285.0,,,,18221732950.0,,,102324897225.0,,,114221831842.5,30862855825.0,,,,,,,,16578756410.0,,,59964848882.5,,,
2010-03-02,43216458320.0,11584944750.0,11762582615.0,,,,,,,,,,,,43972157.0,,10587538410.0,,,1390763345.0,,,,,,,,,12113984475.0,,36856545005.0,,,101261055820.0,5689570649.0,1701145.0,,1028672335.0,4887979392.0,,,,18317204330.0,,,101495948485.0,,,114848915420.0,29757042625.0,,,,,,,,16373568950.0,,,58219232717.5,,,
2010-03-03,40580268521.0,10857555870.0,11307768195.0,,,,,,,,,,,,43257630.0,,10067830407.5,,,1351115070.0,,,,,,,,,12723137490.0,,35105871920.0,,,100587376085.0,5750077667.0,1633365.0,,982325685.0,4703483940.0,,,,18515594955.0,,,99478255415.0,,,112954674940.0,28828908690.0,,,,,,,,15894361070.0,,,57330447407.5,,,
2010-03-04,37209181228.0,10511117125.0,11111088825.0,,,,,,,,,,,,39953658.0,,9089294815.0,,,1309659340.0,,,,,,,,,12950846100.0,,33578336755.0,,,99208667425.0,5697968498.0,1547155.0,,937537390.0,4307208372.0,,,,19070069155.0,,,98455424350.0,,,113860542762.5,27869502170.0,,,,,,,,15200363635.0,,,58173166425.0,,,
2010-03-05,35041097462.0,10364036755.0,11014792260.0,,,,,,,,,,,,39835518.0,,8262429380.0,,,1261741505.0,,,,,,,,,12868392615.0,,32757211685.0,,,97089058385.0,5609033577.0,1500060.0,,897820290.0,3965555082.0,,,,19409444195.0,,,96257757295.0,,,114964791977.5,27616470765.0,,,,,,,,14629690150.0,,,57147097790.0,,,
2010-03-08,33120441117.0,10505650775.0,10634747420.0,,,,,,,,,,,,39068601.0,,7380182712.5,,,1301041490.0,,,,,,,,,12918566975.0,,32144185715.0,,,93484191660.0,5570108722.0,1119935.0,,857556240.0,3596532886.0,,,,19087896575.0,,,91759614240.0,,,115183114315.0,27490332540.0,,,,,,,,14197168720.0,,,55630096260.0,,,
2010-03-09,30810287213.0,10287955110.0,10349441355.0,,,,,,,,,,,,36444827.0,,6883182092.5,,,1285080655.0,,,,,,,,,14257562970.0,,32363054990.0,,,91521882895.0,5442295879.0,913315.0,,818839670.0,3325562853.0,,,,19030726425.0,,,86166109450.0,,,118306406430.0,28807554300.0,,,,,,,,13538937960.0,,,54981792930.0,,,
2010-03-10,31211038760.0,10049693445.0,10027731450.0,,,,,,,,,,,,34274188.0,,6162059380.0,,,1240696105.0,,,,,,,,,14657017885.0,,32183686110.0,,,88125086095.0,5402179028.0,782935.0,,746902300.0,3030923155.0,,,,18779562460.0,,,82711755555.0,,,121205831587.5,29078560285.0,,,,,,,,13018222870.0,,,53328497660.0,,,
2010-03-11,33896532223.0,9990576550.0,10457819660.0,,,,,,,,,,,,35303791.0,,5649682530.0,,,1247096105.0,,,,,,,,,14744127985.0,,32968849655.0,,,87863304050.0,5423932836.0,664830.0,,722731655.0,2878469357.0,,,,19007910335.0,,,79802577905.0,,,125831951245.0,29887207430.0,,,,,,,,12592422995.0,,,51535882987.5,,,
2010-03-12,35638661534.0,10105851850.0,9998674210.0,,,,,,,,,,,,34634311.0,,5133090882.5,,,1221296430.0,,,,,,,,,14955828710.0,,32171817075.0,,,87072862845.0,5187969962.0,645480.0,,729934580.0,2570050118.0,,,,18843641270.0,,,78711822975.0,,,132403377432.5,29272583640.0,,,,,,,,12255014395.0,,,50558911605.0,,,
2010-03-15,37745509909.0,10299294955.0,9973873040.0,,,,,,,,,,,,35687013.0,,4945444985.0,,,1221127000.0,,,,,,,,,15440445925.0,,32169883360.0,,,88382031710.0,5197378533.0,653155.0,,788195420.0,2415297919.0,,,,18967621255.0,,,77421295215.0,,,135168764777.5,29075339710.0,,,,,,,,12249028945.0,,,50256631440.0,,,
2010-03-16,43595729980.0,10663618615.0,10101841810.0,,,,,,,,,,,,38768477.0,,4665502665.0,,,1214844295.0,,,,,,,,,16527862715.0,,32480295745.0,,,88129023235.0,5227168653.0,668650.0,,804579310.0,2228432382.0,,,,19220250630.0,,,77336941945.0,,,137536214505.0,28896926370.0,,,,,,,,12001773070.0,,,49928826085.0,,,
2010-03-17,50091385874.0,11250221880.0,9859020420.0,,,,,,,,,,,,42404039.0,,4620044957.5,,,1228588855.0,,,,,,,,,17401095740.0,,32356254605.0,,,87554718430.0,5312399659.0,691835.0,,796207995.0,2086620372.0,,,,19303421770.0,,,75922574375.0,,,141499778067.5,28548391210.0,,,,,,,,11905851165.0,,,49000164152.5,,,
2010-03-18,54046250000.0,11977567465.0,9644753235.0,,,,,,,,,,,,44160239.0,,4685932520.0,,,1227489475.0,,,,,,,,,18380856100.0,,32711805275.0,,,88826445445.0,5355524234.0,687990.0,,801822780.0,2076237870.0,,,,19329227950.0,,,73636289240.0,,,149080610935.0,28816315095.0,,,,,,,,12209896840.0,,,49122916245.0,,,
2010-03-19,56763234662.0,12668227160.0,9849596915.0,,,,,,,,,,,,44659197.0,,4978934620.0,,,1285765000.0,,,,,,,,,19795137580.0,,33020757870.0,,,89616195785.0,5371466631.0,691860.0,,839451225.0,2031303436.0,,,,20534764110.0,,,76343269965.0,,,157015144037.5,29099571405.0,,,,,,,,12291958080.0,,,49724360902.5,,,
2010-03-22,59407651971.0,13348585455.0,9875143345.0,,,,,,,,,,,,47400802.0,,5000084915.0,,,1279917435.0,,,,,,,,,20224065535.0,,32817018485.0,,,89804621710.0,5375945809.0,281965.0,,857039825.0,1992185149.0,,,,20439594780.0,,,76274905120.0,,,162984702815.0,28662208510.0,,,,,,,,12652230030.0,,,50620180885.0,,,
2010-03-23,60572607541.0,13954107955.0,9554609305.0,,,,,,,,,,,,48538769.0,,5068306015.0,,,1276326205.0,,,,,,,,,20764819375.0,,32377110335.0,,,90678828470.0,5348977797.0,193470.0,,829668065.0,1929817557.0,,,,19266632310.0,,,77248747695.0,,,167590769687.5,28149074510.0,,,,,,,,12516353530.0,,,51502537007.5,,,
2010-03-24,62345834142.0,14578424285.0,9388498610.0,,,,,,,,,,,,55237052.0,,5342184537.5,,,1263502075.0,,,,,,,,,21138798525.0,,32610101010.0,,,92328788355.0,5416199855.0,205455.0,,833275910.0,1923211188.0,,,,18747046465.0,,,78576938255.0,,,173209974495.0,28025073455.0,,,,,,,,12377855805.0,,,53055496065.0,,,
2010-03-25,63999151834.0,14544986510.0,9164918465.0,,,,,,,,,,,,57938299.0,,5678664437.5,,,1230427830.0,,,,,,,,,21279630305.0,,32668704270.0,,,90107368605.0,5380096405.0,224695.0,,835421150.0,1781808239.0,,,,18198189220.0,,,78214031435.0,,,179896841807.5,27434347220.0,,,,,,,,11939012950.0,,,53185416737.5,,,
2010-03-26,68718994187.0,14423735325.0,9046814290.0,,,,,,,,,,,,60965685.0,,6047454897.5,,,1223135270.0,,,,,,,,,20854934155.0,,32712871805.0,,,88175979500.0,5211879019.0,224695.0,,844024310.0,1785088151.0,,,,18270157120.0,,,82743752195.0,,,185958452832.5,27149621910.0,,,,,,,,11643629820.0,,,52810112892.5,,,
2010-03-29,71858029994.0,14745484190.0,8382672700.0,,,,,,,,,,,,66070506.0,,6196059410.0,,,1191803410.0,,,,,,,,,20743628515.0,,31894933365.0,,,86851188590.0,5206234117.0,228700.0,,887919555.0,1831590987.0,,,,17503163115.0,,,87653130905.0,,,190913365657.5,26676367940.0,,,,,,,,11625382405.0,,,51551325900.0,,,
2010-03-30,75642133686.0,14979359620.0,7878645585.0,,,,,,,,,,,,78014541.0,,6363199147.5,,,1150266010.0,,,,,,,,,21022947500.0,,33875568900.0,,,87396166500.0,5089937280.0,220955.0,,951117270.0,1915759354.0,,,,18257932710.0,,,89665352720.0,,,193539163177.5,27628550285.0,,,,,,,,11486666665.0,,,51918612912.5,,,
2010-03-31,78507511609.0,15444896405.0,7670737165.0,,,,,,,,,,,,78586576.0,,6456649540.0,,,1113215295.0,,,,,,,,,20591301040.0,,35872614340.0,,,88104508095.0,4865886015.0,213190.0,,1026860600.0,1908012549.0,,,,18368803995.0,,,92166753900.0,,,196408419555.0,27528112180.0,,,,,,,,11313632640.0,,,51367583725.0,,,
2010-04-01,81423404514.0,15350594285.0,7329496415.0,,,,,,,,,,,,80280994.0,,6610411955.0,,,1075239135.0,,,,,,,,,20235510560.0,,36014863170.0,,,87383404130.0,4666447998.0,213260.0,,1054970730.0,1764877188.0,,,,17804351570.0,,,95071000105.0,,,196015213070.0,27266800000.0,,,,,,,,11104788200.0,,,52394392167.5,,,
2010-04-02,83398906438.0,15428028760.0,7048155055.0,,,,,,,,,,,,81810990.0,,6646452050.0,,,1085554010.0,,,,,,,,,20350516905.0,,35216633285.0,,,86571327835.0,4654540670.0,252530.0,,1066347930.0,1752791272.0,,,,17242910295.0,,,98969011140.0,,,197027993687.5,25512661630.0,,,,,,,,11054952415.0,,,52591005105.0,,,
2010-04-06,85981619298.0,15363462445.0,6773806215.0,,,,,,,,,,,,84285660.0,,6176926645.0,,,1078656715.0,,,,,,,,,19884423250.0,,34754336470.0,,,87226618290.0,4500413188.0,252530.0,,1114831715.0,1737399238.0,,,,16928199475.0,,,103536024785.0,,,201683224702.5,24307317550.0,,,,,,,,10949884545.0,,,52325721682.5,,,
2010-04-07,86246333138.0,15247289295.0,6604704090.0,,,,,,,,,,,,87098649.0,,5940117677.5,,,1188603885.0,,,,,,,,,18172254515.0,,35598921260.0,,,87295778510.0,4400358504.0,277090.0,,1192322825.0,1727684415.0,,,,16571743330.0,,,106948684840.0,,,201887071057.5,22760821615.0,,,,,,,,10826863790.0,,,52515872765.0,,,
2010-04-08,85640192578.0,14942435495.0,6654982335.0,,,,,,,,,,,,90637947.0,,5607917307.5,,,1208843835.0,,,,,,,,,17325203490.0,,35605435175.0,,,87621694055.0,4351569026.0,368340.0,,1422991285.0,1724128711.0,,,,16494276705.0,,,110426590285.0,,,202217019427.5,22220339510.0,,,,,,,,10755881445.0,,,52060151717.5,,,
2010-04-09,83725793893.0,14549202130.0,5864586900.0,,,,,,,,,,,,89394603.0,,5307615515.0,,,1239189730.0,,,,,,,,,16994223275.0,,34861222250.0,,,85752060045.0,4309500485.0,368340.0,,1460829380.0,1700295193.0,,,,15717027055.0,,,116015963465.0,,,198780083115.0,20610448580.0,,,,,,,,10737248125.0,,,50778535840.0,,,
2010-04-12,83982558029.0,14363097525.0,5483029445.0,,,,,,,,,,,,93717435.0,,5743514907.5,,,1332750820.0,,,,,,,,,16612844730.0,,34764124370.0,,,86283893280.0,4257849917.0,392315.0,,1529248765.0,1709857987.0,,,,15157495505.0,,,122621397980.0,,,196357088862.5,20216510650.0,,,,,,,,10753903830.0,,,50271426612.5,,,
2010-04-13,84953370365.0,14035141160.0,5253846195.0,,,,,,,,,,,,100198610.0,,6625916365.0,,,1344799025.0,,,,,,,,,15828025015.0,,34747738175.0,,,85804014130.0,4131503792.0,651285.0,,1574054745.0,1728460811.0,,,,14825089220.0,,,126351943965.0,,,197997371580.0,19417691400.0,,,,,,,,10616570760.0,,,49550159710.0,,,
2010-04-14,82072527661.0,14071291440.0,5024548320.0,,,,,,,,,,,,103503992.0,,6880548157.5,,,1415253465.0,,,,,,,,,14641978980.0,,34414245225.0,,,84678059510.0,4011613267.0,664010.0,,1571288800.0,1752450641.0,,,,14572622875.0,,,129684209370.0,,,197794600492.5,18962522505.0,,,,,,,,10309650435.0,,,48085618250.0,,,
2010-04-15,78756609403.0,13721213125.0,4786450930.0,,,,,,,,,,,,106311168.0,,7015977627.5,,,1694599160.0,,,,,,,,,13376101775.0,,33850338015.0,,,84655899260.0,3936207180.0,669360.0,,1590524940.0,1773189504.0,,,,13793432985.0,,,132516043470.0,,,196686212090.0,18230675355.0,,,,,,,,10598858075.0,,,47603587897.5,,,
2010-04-16,77751006507.0,13224415235.0,4617298190.0,,,,,,,,,,,,107658952.0,,7011519012.5,,,1830506145.0,,,,,,,,,12395316315.0,,33081082360.0,,,83508831485.0,3876462622.0,693660.0,,1587294630.0,1690110863.0,,,,13466678845.0,,,135124194650.0,,,192550339077.5,17487675850.0,,,,,,,,10495084090.0,,,47070470645.0,,,
2010-04-19,79472393406.0,12898892460.0,4256652480.0,,,,,,,,,,,,108718446.0,,6946104152.5,,,1897714455.0,,,,,,,,,11241952400.0,,32737470705.0,,,84746263005.0,3967261754.0,826160.0,,1698733235.0,1670073029.0,,,,12563101170.0,,,137252356490.0,,,188998894410.0,17016589420.0,,,,,,,,10552368150.0,,,46996520145.0,,,
2010-04-20,78586176372.0,12427485450.0,3979939455.0,,,,,,,,,,,,104122059.0,,6932383080.0,,,1934208305.0,,,,,,,,,10537275415.0,,32077379890.0,,,85672858330.0,3996604128.0,830680.0,,1740786690.0,1623110592.0,,,,12440870080.0,,,136444045190.0,,,187056784252.5,16189781810.0,,,,,,,,10419908970.0,,,46284134627.5,,,
2010-04-21,79008697043.0,12011927025.0,3692956205.0,,,,,,,,,,,,103856939.0,,6856000772.5,,,2001676760.0,,,,,,,,,9902668075.0,,31263224095.0,,,87041503125.0,4019731389.0,838855.0,,1739824295.0,1605985599.0,,,,12155337485.0,,,135024106145.0,,,185123029087.5,15616400170.0,,,,,,,,10389091910.0,,,45664664515.0,,,
2010-04-22,78157622627.0,11656629840.0,3515597430.0,,,,,,,,,,,,98842208.0,,6620731942.5,,,2066306430.0,,,,,,,,,9218654780.0,,30164472050.0,,,87728862040.0,3957109567.0,836400.0,,1730464800.0,1513576303.0,,,,11848593645.0,,,133067966055.0,,,181929008557.5,14857640610.0,,,,,,,,10434045410.0,,,44751891142.5,,,
2010-04-23,77406368938.0,11634094480.0,3799390395.0,,,,,,,,,,,,94634991.0,,6319127042.5,,,2112700400.0,,,,,,,,,8650781905.0,,28817107995.0,,,88151996720.0,3896200421.0,1247385.0,,1731319965.0,1444654946.0,,,,11653318745.0,,,132037337650.0,,,176189925492.5,14405556890.0,,,,,,,,10540255320.0,,,43453120935.0,,,
2010-04-26,74172163130.0,11790541335.0,3910037290.0,,,,,,,,,,,,88417967.0,,6065368545.0,,,2140476330.0,,,,,,,,,7884498835.0,,29648421735.0,,,88121320410.0,3905624322.0,1378035.0,,1767627290.0,1335890607.0,,,,11091847655.0,,,134964913055.0,,,170910781992.5,13911937470.0,,,,,,,,10656216250.0,,,42632320560.0,,,
2010-04-27,73719723945.0,11769733515.0,4038909410.0,,,,,,,,,,,,83263311.0,,6085931065.0,,,2241032615.0,,,,,,,,,7557007325.0,,31232896685.0,,,85130093575.0,3854152422.0,1431355.0,,1808079350.0,1215955442.0,,,,10860044945.0,,,135328137670.0,,,170913219715.0,13496815780.0,,,,,,,,10515784440.0,,,42601764175.0,,,
2010-04-28,73308338448.0,11612335390.0,4001765950.0,,,,,,,,,,,,73155952.0,,6417342165.0,,,2287766535.0,,,,,,,,,7113615265.0,,29653936090.0,,,81642337070.0,3940668899.0,1451610.0,,1870517155.0,1052185691.0,,,,9439761290.0,,,135962590920.0,,,168095315125.0,12283716755.0,,,,,,,,10430225100.0,,,41276819565.0,,,
2010-04-29,74185538276.0,11300938215.0,3597378015.0,,,,,,,,,,,,71574737.0,,6561734622.5,,,2330735965.0,,,,,,,,,6562666300.0,,27668285975.0,,,80181020025.0,3968391296.0,1471895.0,,1902070510.0,1004194017.0,,,,8670508555.0,,,138698922935.0,,,165091654120.0,11943219835.0,,,,,,,,10182663420.0,,,39981470260.0,,,
2010-04-30,74834421342.0,11254178815.0,3614706190.0,,,,,,,,,,,,70528055.0,,6572381390.0,,,2335563945.0,,,,,,,,,6533512995.0,,27641849635.0,,,80778804580.0,4038932271.0,1589690.0,,1905349475.0,945776370.0,,,,8139241210.0,,,138483191340.0,,,166649584420.0,11721218810.0,,,,,,,,10073059015.0,,,36843098102.5,,,
2010-05-04,77259418202.0,11144124670.0,3705371890.0,,,,,,,,,,,,68055351.0,,6642790772.5,,,2316676280.0,,,,,,,,,6385911690.0,,27861538090.0,,,80524269340.0,4111505365.0,1558600.0,,1913076780.0,946192206.0,,,,8031881665.0,,,139128175915.0,,,164444193465.0,11830008670.0,,,,,,,,9915544230.0,,,34354801092.5,,,
2010-05-05,79353875562.0,10695767955.0,4673066245.0,,,,,,,,,,,,66697389.0,,6672564887.5,,,2283551475.0,,,,,,,,,6444176890.0,,28483031865.0,,,79507945260.0,4286150542.0,1764310.0,,1920275495.0,901097554.0,,,,9206481890.0,,,138082777790.0,,,158131393812.5,11944869420.0,,,,,,,,9680520625.0,,,32070114532.5,,,
2010-05-06,81188089109.0,10596596450.0,5403741860.0,,,,,,,,,,,,63562838.0,,6770690045.0,,,2166063485.0,,,,,,,,,6536783390.0,,27861888715.0,,,82149548225.0,4452777008.0,1944235.0,,1898513105.0,902641310.0,,,,10890630965.0,,,139064336390.0,,,157756440435.0,11428968750.0,,,,,,,,9659773675.0,,,31157686482.5,,,
2010-05-07,84008359705.0,10846755740.0,5870258285.0,,,,,,,,,,,,62805076.0,,6910846485.0,,,2345823380.0,,,,,,,,,6895835485.0,,28295116630.0,,,85996781195.0,4721199186.0,1865105.0,,1736096875.0,954132204.0,,,,12129462595.0,,,137048345360.0,,,157848909615.0,11077764710.0,,,,,,,,9776024835.0,,,30952174617.5,,,
2010-05-10,87354612047.0,10989372560.0,6276212385.0,,,,,,,,,,,,63705172.0,,6969760122.5,,,2348190180.0,,,,,,,,,6705587500.0,,27925503360.0,,,89608983540.0,4977147575.0,1924610.0,,1828536600.0,956666914.0,,,,13133309320.0,,,133851064080.0,,,157581310182.5,11022355930.0,,,,,,,,9841642615.0,,,32510357095.0,,,
2010-05-11,89905761900.0,10991721415.0,6566425600.0,,,,,,,,,,,,59721169.0,,6409435220.0,,,2340918445.0,,,,,,,,,6905502525.0,,28289805790.0,,,92627802050.0,5291531934.0,1932320.0,,1849481700.0,967717022.0,,,,13635370970.0,,,129768228235.0,,,157191698850.0,10877551260.0,,,,,,,,10012899340.0,,,34299370992.5,,,
2010-05-12,92911746691.0,11460077675.0,6839312010.0,,,,,,,,,,,,52458051.0,,5228108755.0,,,2440869120.0,,,,,,,,,7052675095.0,,28859586995.0,,,96097688615.0,5817746761.0,1960880.0,,1811529545.0,956853111.0,,,,14707583590.0,,,129136492550.0,,,156699251685.0,10796420610.0,,,,,,,,10149620695.0,,,36369066167.5,,,
2010-05-13,95427705438.0,11424228040.0,6945493720.0,,,,,,,,,,,,45156123.0,,4718215747.5,,,2454585570.0,,,,,,,,,7349598705.0,,29662820190.0,,,98021023745.0,6228188791.0,1960455.0,,1864207820.0,932484475.0,,,,15274713710.0,,,127464209285.0,,,155069522192.5,11423531135.0,,,,,,,,10406193200.0,,,37496239717.5,,,
